Filename,Original_Title,Language,Epoch,Area,Lines,Tokens
320_Polotsk_letters_169.txt,Polotsk letters 169,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,141
321_Polotsk_letters_170.txt,Polotsk letters 170,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,285
322_Polotsk_letters_171.txt,Polotsk letters 171,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,31,597
323_Polotsk_letters_176.txt,Polotsk letters 176,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,198
324_Polotsk_letters_177.txt,Polotsk letters 177,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,273
325_Polotsk_letters_178.txt,Polotsk letters 178,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,72
326_Polotsk_letters_180.txt,Polotsk letters 180,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,21,414
327_Polotsk_letters_181.txt,Polotsk letters 181,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,100
328_Polotsk_letters_182.txt,Polotsk letters 182,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,86
329_Polotsk_letters_185.txt,Polotsk letters 185,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,172
330_Polotsk_letters_186.txt,Polotsk letters 186,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,15,297
331_Polotsk_letters_187.txt,Polotsk letters 187,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,279
332_Polotsk_letters_188.txt,Polotsk letters 188,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,24,385
333_Polotsk_letters_189.txt,Polotsk letters 189,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,262
334_Polotsk_letters_190.txt,Polotsk letters 190,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,131
335_Polotsk_letters_191.txt,Polotsk letters 191,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,185
336_Polotsk_letters_192.txt,Polotsk letters 192,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,207
337_Polotsk_letters_194.txt,Polotsk letters 194,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,140
338_Polotsk_letters_195.txt,Polotsk letters 195,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,172
339_Polotsk_letters_196.txt,Polotsk letters 196,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,154
340_Polotsk_letters_198.txt,Polotsk letters 198,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,173
341_Polotsk_letters_199.txt,Polotsk letters 199,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,150
342_Polotsk_letters_200.txt,Polotsk letters 200,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,400
343_Polotsk_letters_201.txt,Polotsk letters 201,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,164
344_Polotsk_letters_202.txt,Polotsk letters 202,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,332
345_Polotsk_letters_203.txt,Polotsk letters 203,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,62
346_Polotsk_letters_204.txt,Polotsk letters 204,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,160
347_Polotsk_letters_206.txt,Polotsk letters 206,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,228
348_Polotsk_letters_207.txt,Polotsk letters 207,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,215
349_Polotsk_letters_208.txt,Polotsk letters 208,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,276
350_Polotsk_letters_209.txt,Polotsk letters 209,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,218
351_Polotsk_letters_210.txt,Polotsk letters 210,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,129
352_Polotsk_letters_211.txt,Polotsk letters 211,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,285
353_Polotsk_letters_212.txt,Polotsk letters 212,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,207
354_Polotsk_letters_213.txt,Polotsk letters 213,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,15,303
355_Polotsk_letters_214.txt,Polotsk letters 214,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,207
356_Polotsk_letters_215.txt,Polotsk letters 215,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,167
357_Polotsk_letters_216.txt,Polotsk letters 216,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,390
358_Polotsk_letters_217.txt,Polotsk letters 217,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,246
359_Polotsk_letters_218.txt,Polotsk letters 218,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,120
360_Polotsk_letters_219.txt,Polotsk letters 219,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,167
361_Polotsk_letters_223.txt,Polotsk letters 223,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,66
362_Polotsk_letters_224.txt,Polotsk letters 224,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,197
363_Polotsk_letters_225.txt,Polotsk letters 225,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,134
364_Polotsk_letters_226-1.txt,Polotsk letters 226-1,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,27,874
365_Polotsk_letters_226.txt,Polotsk letters 226,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,27,864
366_Polotsk_letters_232.txt,Polotsk letters 232,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,193
367_Polotsk_letters_233.txt,Polotsk letters 233,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,226
368_Polotsk_letters_234.txt,Polotsk letters 234,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,147
369_Polotsk_letters_236.txt,Polotsk letters 236,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,181
370_Polotsk_letters_237.txt,Polotsk letters 237,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,15,396
371_Polotsk_letters_238.txt,Polotsk letters 238,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,29,478
372_Polotsk_letters_239.txt,Polotsk letters 239,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,23,442
373_Polotsk_letters_240.txt,Polotsk letters 240,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,39,820
374_Polotsk_letters_241.txt,Polotsk letters 241,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,127
375_Polotsk_letters_242.txt,Polotsk letters 242,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,97
376_Polotsk_letters_243.txt,Polotsk letters 243,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,168
377_Polotsk_letters_246.txt,Polotsk letters 246,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,335
378_Polotsk_letters_247.txt,Polotsk letters 247,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,350
379_Polotsk_letters_248.txt,Polotsk letters 248,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,185
380_Polotsk_letters_249.txt,Polotsk letters 249,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,14,375
381_Polotsk_letters_251.txt,Polotsk letters 251,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,156
382_Polotsk_letters_252.txt,Polotsk letters 252,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,116
383_Polotsk_letters_254.txt,Polotsk letters 254,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,163
384_Polotsk_letters_254a.txt,Polotsk letters 254a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,17,471
385_Polotsk_letters_255.txt,Polotsk letters 255,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,199
386_Polotsk_letters_257.txt,Polotsk letters 257,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,171
387_Polotsk_letters_258.txt,Polotsk letters 258,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,18,320
388_Polotsk_letters_259.txt,Polotsk letters 259,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,258
389_Polotsk_letters_260.txt,Polotsk letters 260,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,360
390_Polotsk_letters_263.txt,Polotsk letters 263,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,22
391_Polotsk_letters_264.txt,Polotsk letters 264,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,233
392_Polotsk_letters_265.txt,Polotsk letters 265,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,23,687
393_Polotsk_letters_266.txt,Polotsk letters 266,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,14,392
394_Polotsk_letters_267.txt,Polotsk letters 267,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,28,560
395_Polotsk_letters_268.txt,Polotsk letters 268,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,53
396_Polotsk_letters_271a.txt,Polotsk letters 271a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,195
397_Polotsk_letters_272.txt,Polotsk letters 272,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,90
398_Polotsk_letters_277.txt,Polotsk letters 277,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,23,426
399_Polotsk_letters_314.txt,Polotsk letters 314,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,250
400_Polotsk_letters_315.txt,Polotsk letters 315,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,159
401_Polotsk_letters_316.txt,Polotsk letters 316,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,381
402_Polotsk_letters_317.txt,Polotsk letters 317,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,230
403_Polotsk_letters_318.txt,Polotsk letters 318,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,310
404_Polotsk_letters_319.txt,Polotsk letters 319,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,212
405_Polotsk_letters_320.txt,Polotsk letters 320,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,163
406_Polotsk_letters_321.txt,Polotsk letters 321,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,258
407_Polotsk_letters_322.txt,Polotsk letters 322,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,238
408_Polotsk_letters_323.txt,Polotsk letters 323,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,143
409_Polotsk_letters_324.txt,Polotsk letters 324,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,194
410_Polotsk_letters_337.txt,Polotsk letters 337,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,92
411_Polotsk_letters_338.txt,Polotsk letters 338,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,273
412_Polotsk_letters_339.txt,Polotsk letters 339,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,326
413_Polotsk_letters_339a.txt,Polotsk letters 339a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,474
414_Polotsk_letters_341.txt,Polotsk letters 341,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,219
415_Polotsk_letters_342.txt,Polotsk letters 342,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,276
416_Polotsk_letters_343.txt,Polotsk letters 343,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,680
417_Polotsk_letters_344.txt,Polotsk letters 344,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,29,1151
418_Polotsk_letters_346.txt,Polotsk letters 346,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,230
419_Polotsk_letters_347.txt,Polotsk letters 347,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,226
420_Polotsk_letters_348.txt,Polotsk letters 348,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,14,421
421_Polotsk_letters_349.txt,Polotsk letters 349,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,64,1546
422_Polotsk_letters_350.txt,Polotsk letters 350,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,15,418
423_Polotsk_letters_351.txt,Polotsk letters 351,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,227
424_Polotsk_letters_352.txt,Polotsk letters 352,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,285
425_Polotsk_letters_353.txt,Polotsk letters 353,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,411
426_Polotsk_letters_354.txt,Polotsk letters 354,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,31,1130
427_Polotsk_letters_355.txt,Polotsk letters 355,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,155
428_Polotsk_letters_358.txt,Polotsk letters 358,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,18,735
429_Polotsk_letters_359.txt,Polotsk letters 359,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,248
430_Polotsk_letters_360.txt,Polotsk letters 360,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,389
431_Polotsk_letters_363.txt,Polotsk letters 363,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,141
432_Polotsk_letters_364.txt,Polotsk letters 364,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,782
433_Polotsk_letters_366.txt,Polotsk letters 366,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,98
434_Polotsk_letters_366a.txt,Polotsk letters 366a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,185
435_Polotsk_letters_367.txt,Polotsk letters 367,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,22,692
436_Polotsk_letters_368.txt,Polotsk letters 368,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,142
437_Polotsk_letters_375.txt,Polotsk letters 375,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,322
438_Polotsk_letters_376.txt,Polotsk letters 376,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,106
439_Polotsk_letters_378.txt,Polotsk letters 378,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,652
440_Polotsk_letters_379.txt,Polotsk letters 379,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,719
441_Polotsk_letters_380.txt,Polotsk letters 380,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,738
442_Polotsk_letters_381.txt,Polotsk letters 381,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,27,802
443_Polotsk_letters_382.txt,Polotsk letters 382,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,28,682
444_Polotsk_letters_383.txt,Polotsk letters 383,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,305
445_Polotsk_letters_383a.txt,Polotsk letters 383a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,317
446_Polotsk_letters_385.txt,Polotsk letters 385,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,239
447_Polotsk_letters_389.txt,Polotsk letters 389,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,281
448_Polotsk_letters_390.txt,Polotsk letters 390,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,14,360
449_Polotsk_letters_391.txt,Polotsk letters 391,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,343
450_Polotsk_letters_392.txt,Polotsk letters 392,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,151
451_Polotsk_letters_395.txt,Polotsk letters 395,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,392
452_Polotsk_letters_397.txt,Polotsk letters 397,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,19,710
453_Polotsk_letters_398.txt,Polotsk letters 398,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,21,779
454_Polotsk_letters_399.txt,Polotsk letters 399,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,418
455_Polotsk_letters_400.txt,Polotsk letters 400,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,526
456_Polotsk_letters_401.txt,Polotsk letters 401,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,163
457_Polotsk_letters_402.txt,Polotsk letters 402,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,192
458_Polotsk_letters_402b.txt,Polotsk letters 402b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,19
459_Polotsk_letters_4011.txt,Polotsk letters 4011,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,14,440
460_Polotsk_letters_413.txt,Polotsk letters 413,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,132
461_Polotsk_letters_413a.txt,Polotsk letters 413a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,81
462_Polotsk_letters_414.txt,Polotsk letters 414,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,33
463_Polotsk_letters_414a.txt,Polotsk letters 414a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,9
464_Polotsk_letters_414b.txt,Polotsk letters 414b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,54
465_Polotsk_letters_416.txt,Polotsk letters 416,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,142
466_Polotsk_letters_418.txt,Polotsk letters 418,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,17,424
467_Polotsk_letters_419.txt,Polotsk letters 419,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,143
468_Polotsk_letters_420.txt,Polotsk letters 420,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,242
469_Polotsk_letters_421.txt,Polotsk letters 421,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,242
470_Polotsk_letters_422.txt,Polotsk letters 422,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,336
471_Polotsk_letters_423.txt,Polotsk letters 423,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,28,1167
472_Polotsk_letters_423a.txt,Polotsk letters 423a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,44
473_Polotsk_letters_424.txt,Polotsk letters 424,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,196
474_Polotsk_letters_425.txt,Polotsk letters 425,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,115
475_Polotsk_letters_426.txt,Polotsk letters 426,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,466
476_Polotsk_letters_427.txt,Polotsk letters 427,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,336
477_Polotsk_letters_428.txt,Polotsk letters 428,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,222
478_Polotsk_letters_429.txt,Polotsk letters 429,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,15,605
479_Polotsk_letters_431.txt,Polotsk letters 431,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,371
480_Polotsk_letters_432.txt,Polotsk letters 432,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,88
481_Polotsk_letters_433.txt,Polotsk letters 433,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,256
482_Polotsk_letters_434.txt,Polotsk letters 434,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,165
483_Polotsk_letters_434a.txt,Polotsk letters 434a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,149
484_Polotsk_letters_434b.txt,Polotsk letters 434b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,40
485_Polotsk_letters_434v.txt,Polotsk letters 434v,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,13
486_Polotsk_letters_435a.txt,Polotsk letters 435a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,13
487_Polotsk_letters_435b.txt,Polotsk letters 435b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,24
488_Polotsk_letters_435g.txt,Polotsk letters 435g,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,174
489_Polotsk_letters_435v.txt,Polotsk letters 435v,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,20,167
490_Polotsk_letters_436.txt,Polotsk letters 436,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,178
491_Polotsk_letters_437.txt,Polotsk letters 437,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,378
492_Polotsk_letters_438.txt,Polotsk letters 438,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,331
493_Polotsk_letters_439.txt,Polotsk letters 439,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,205
494_Polotsk_letters_440.txt,Polotsk letters 440,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,14,405
495_Polotsk_letters_441.txt,Polotsk letters 441,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,19,600
496_Polotsk_letters_442.txt,Polotsk letters 442,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,239
497_Polotsk_letters_442a.txt,Polotsk letters 442a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,17
498_Polotsk_letters_442b.txt,Polotsk letters 442b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,8
499_Polotsk_letters_442v.txt,Polotsk letters 442v,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,27
500_Polotsk_letters_443a.txt,Polotsk letters 443a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,23
501_Polotsk_letters_443b.txt,Polotsk letters 443b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,6
502_Polotsk_letters_444.txt,Polotsk letters 444,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,518
503_Polotsk_letters_445.txt,Polotsk letters 445,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,195
504_Polotsk_letters_446.txt,Polotsk letters 446,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,574
505_Polotsk_letters_447.txt,Polotsk letters 447,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,182
506_Polotsk_letters_448.txt,Polotsk letters 448,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,244
507_Polotsk_letters_449.txt,Polotsk letters 449,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,341
508_Polotsk_letters_450.txt,Polotsk letters 450,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,278
509_Polotsk_letters_451.txt,Polotsk letters 451,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,504
510_Polotsk_letters_452.txt,Polotsk letters 452,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,302
511_Polotsk_letters_452a.txt,Polotsk letters 452a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,5
512_Polotsk_letters_452b.txt,Polotsk letters 452b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,18
513_Polotsk_letters_452v.txt,Polotsk letters 452v,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,9
514_Polotsk_letters_455.txt,Polotsk letters 455,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,269
515_Polotsk_letters_456.txt,Polotsk letters 456,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,257
516_Polotsk_letters_457.txt,Polotsk letters 457,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,282
517_Polotsk_letters_457a.txt,Polotsk letters 457a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,10
518_Polotsk_letters_457b.txt,Polotsk letters 457b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,16
519_Polotsk_letters_458.txt,Polotsk letters 458,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,201
520_Polotsk_letters_458a.txt,Polotsk letters 458a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,21
521_Polotsk_letters_458b.txt,Polotsk letters 458b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,24
522_Polotsk_letters_458d.txt,Polotsk letters 458d,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,3,17
523_Polotsk_letters_458g.txt,Polotsk letters 458g,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,18
524_Polotsk_letters_458v.txt,Polotsk letters 458v,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,14
525_Polotsk_letters_459.txt,Polotsk letters 459,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,83,2436
526_Polotsk_letters_460.txt,Polotsk letters 460,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,14,592
527_Polotsk_letters_460a.txt,Polotsk letters 460a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,17
528_Polotsk_letters_460b.txt,Polotsk letters 460b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,6
529_Polotsk_letters_460d.txt,Polotsk letters 460d,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,2,15
530_Polotsk_letters_460g.txt,Polotsk letters 460g,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,10
531_Polotsk_letters_460v.txt,Polotsk letters 460v,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,1,7
532_Polotsk_letters_461.txt,Polotsk letters 461,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,15,450
533_Polotsk_letters_461a.txt,Polotsk letters 461a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,386
534_Polotsk_letters_462.txt,Polotsk letters 462,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,133
535_Polotsk_letters_462a.txt,Polotsk letters 462a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,604
536_Polotsk_letters_462b.txt,Polotsk letters 462b,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,132
537_Polotsk_letters_464a.txt,Polotsk letters 464a,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,24,651
538_Polotsk_letters_465.txt,Polotsk letters 465,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,310
539_Polotsk_letters_466.txt,Polotsk letters 466,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,467
540_Polotsk_letters_467.txt,Polotsk letters 467,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,393
541_Polotsk_letters_468.txt,Polotsk letters 468,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,523
542_Polotsk_letters_470.txt,Polotsk letters 470,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,314
543_Polotsk_letters_471.txt,Polotsk letters 471,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,280
544_Polotsk_letters_472.txt,Polotsk letters 472,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,169
545_Polotsk_letters_473.txt,Polotsk letters 473,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,717
546_Polotsk_letters_474.txt,Polotsk letters 474,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,111,3200
547_Polotsk_letters_475.txt,Polotsk letters 475,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,15,525
548_Polotsk_letters_476.txt,Polotsk letters 476,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,82,2154
549_Polotsk_letters_477.txt,Polotsk letters 477,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,502
550_Polotsk_letters_478.txt,Polotsk letters 478,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,462
