id,url,city_slug,title,city,date,content,original_text_raw,original_text_spaced,translation_ru,translation_en_1,translation_en_2,unique_id
453,https://gramoty.ru/birchbark/document/show/novgorod/453/,novgorod,Грамота №453,Новгород,1180‒1200,Фрагмент неопределенного содержания,…е[б]ꙑленала[в]…,…е [б]ꙑле на ла[в]…,,,,novgorod_453
454,https://gramoty.ru/birchbark/document/show/novgorod/454/,novgorod,Грамота №454,Новгород,1180‒1200,«Жирко Гамизиле дал куны»,жиръкегамизиледалькоун…,жиръке гамизиле даль коун…,,Zhirko gave Gamizila kunas (or: money)...,,novgorod_454
455,https://gramoty.ru/birchbark/document/show/novgorod/455/,novgorod,Грамота №455,Новгород,1180‒1200,Фрагмент письма,… дѫв--р…… стивъдаитажеми…,…‐ дѫ в--р… …‐ сти въдаита же ми …,,,,novgorod_455
456,https://gramoty.ru/birchbark/document/show/novgorod/456/,novgorod,Грамота №456,Новгород,1180‒1200,Фрагмент письма (торгово-денежные дела),авъдаеемѫг҃рѣзан[ѣ]… …(д)осꙑтикренисѫщаамаса… ……[хѫ]-осѫда,а въдае емѫ г҃ рѣзан[ѣ] … … (д)о сꙑти крени сѫща а маса … … …[хѫ]-осѫда,,"... give him 3 rezanas ..., enough to buy [some] dry fish ...",,novgorod_456
457,https://gramoty.ru/birchbark/document/show/novgorod/457/,novgorod,Грамота №457,Новгород,1180‒1200,Фрагмент неопределенного содержания,…иго,…иго,,,,novgorod_457
458,https://gramoty.ru/birchbark/document/show/novgorod/458/,novgorod,Грамота №458,Новгород,1180‒1200,Ярлычок («Волос»),[в]олосе д,[в]олосе д,,,,novgorod_458
459,https://gramoty.ru/birchbark/document/show/novgorod/459/,novgorod,Грамота №459,Новгород,1180‒1200,Фрагмент письма (денежные дела),…даимѣстъкѫп… …грив…,…даи мѣстъкѫ п… … грив…,,... give Мestiata ... grivna(s?) ...,,novgorod_459
460,https://gramoty.ru/birchbark/document/show/novgorod/460/,novgorod,Грамота №460,Новгород,1180‒1200,Азбука,абвгдежꙅзиїклмнопрстуоѳ хѡцчшщъѣѫюѧ,а б в г д е ж ꙅ з и ї к л м н о п р с т уо ѳ х ѡ ц ч ш щ ъ ѣ ѫ ю  ѧ,,,,novgorod_460
461,https://gramoty.ru/birchbark/document/show/novgorod/461/,novgorod,Грамота №461,Новгород,1180‒1200,Фрагмент неопределенного содержания,…мина…,…мина…,,,,novgorod_461
462,https://gramoty.ru/birchbark/document/show/novgorod/462/,novgorod,Грамота №462,Новгород,1180‒1200,Цитата из псалма,ги҃ѫслюшимолитвоу,ги҃ ѫслюши молитвоу,,Lord hear the prayer.,,novgorod_462
463,https://gramoty.ru/birchbark/document/show/novgorod/463/,novgorod,Грамота №463,Новгород,1300‒1320 (с вероятным смещением вперёд),От Федора и Кузьмы и «от всего десятка» к Сидору и Матфею (о сборе недоимок) // Два начала азбуки,поклонъѿѳедорѧиѿкоузмииѿ хогодесѧикѧсидоруикмаѳи юперемипосѧдницикунѧми несиподѧиаотовлонихъвнедо борехъвнинишнихъипросиборца петровиднилонщииборицьсвоим ънедоборомъ анишниибориць своимъвнедоборехъ платимисѧ живо тиною,поклонъ ѿ ѳедорѧ и ѿ коузми и ѿ хого десѧикѧ сидору и к маѳи‐ ю переми посѧдници кунѧми неси подѧи а ото в лонихъ в недо‐ борехъ в нинишнихъ и проси борца  петрови дни лонщии бориць своим‐ ъ недоборомъ а нишнии бориць своимъ в недоборехъ плати ми сѧ живо‐ тиною,,,,novgorod_463
464,https://gramoty.ru/birchbark/document/show/novgorod/464/,novgorod,Грамота №464,Новгород,1420‒1430 (с вероятным смещением вперёд),Начало письма от Игнатья и Григория Матфеевича,поклонъигнатьѧ·иѿгригорьиѿм атфѣѥви[цако]…,поклонъ  игнатьѧ · и ѿ григорьи ѿ м‐ атфѣѥви[ца ко] …,,,,novgorod_464
465,https://gramoty.ru/birchbark/document/show/novgorod/465/,novgorod,Грамота №465,Новгород,1420‒1430 (с вероятным смещением вперёд),Фрагмент челобитной великому князю Константину Дмитриевичу,цолобитье[ѿ]…(косподи) нукосподар(юмоемукнѧзюве) (ли)[к]омукоста(нтину)…,цолобитье [ѿ] … (к осподи)‐ ну к осподар(ю моему кнѧзю ве)‐ (ли)[к]ому коста(нтину) …,,,,novgorod_465
466,https://gramoty.ru/birchbark/document/show/novgorod/466/,novgorod,Грамота №466,Новгород,1420‒1430 (с вероятным смещением вперёд),Сообщение об убийстве и грабеже,… …насофонтеѥводворьголовуоуби леанꙑхъбевзвѣстѣнѣть·аживотъвзѧлекак ъсподинепецалуѥше,… …на софонтеѥ во дворь голову оуби‐ ле а нꙑхъ бе{в}з вѣстѣ нѣть · а животъ взѧле как‐ ъ сподине пецалуѥше,"‛… [у такого-то] Софонтий во дворе человека убил, а остальные пропали без вести, а имущество он взял. Как, господин, распорядишься?’",,,novgorod_466
467,https://gramoty.ru/birchbark/document/show/novgorod/467/,novgorod,Грамота №467,Новгород,1420‒1430 (с вероятным смещением вперёд),Фрагмент письма,…тогоаѧзътобѣцол(омъбью),… того а ѧзъ тобѣ цол(омъ бью),,,,novgorod_467
470,https://gramoty.ru/birchbark/document/show/novgorod/470/,novgorod,Грамота №470,Новгород,1380‒1400 (с вероятным смещением вперёд),Фрагмент письма феодалу о ключнике,…цюꙩстаѳь …слѧѥклюц …(ц)ерковъ·поста ……[живе]ту,…цю ꙩстаѳь‐ …слѧѥ клюц‐ … (ц)ерковъ · поста‐ … … [живе] ту,,,,novgorod_470
471,https://gramoty.ru/birchbark/document/show/novgorod/471/,novgorod,Грамота №471,Новгород,1410‒1420,Запись о задолженности Окинфа,оуꙩнкифа·ꙅ҃·коробѣ·ржи·коробьѧ·пшени цѣ·ꙅ҃·годъ·аѿбирицабѣлъвотъсилкѣби лъмитрꙋфане,оу ꙩнкифа ·ꙅ҃· коробѣ · ржи · коробьѧ · пшени‐ цѣ ·ꙅ҃· годъ · а ѿ бирица бѣлъ в отъсилкѣ би‐ лъ ми трꙋфане,"‛У Онкифа 6 коробей ржи и коробья пшеницы 6 лет ({или:} шестой год). А в повестке, [посланной] от бирича, [значатся] белы. Бил мне [челом об этом] Труфан’.",,,novgorod_471
474,https://gramoty.ru/birchbark/document/show/novgorod/474/,novgorod,Грамота №474,Новгород,1380‒1400 (с вероятным смещением вперёд),Жалоба на нарушение границ земельного участка,[ѿ]…… цѧгн҃епережатацеросъмежѣдѣт[ъ]кѣмо[изоби]жонꙑ жонамоѧзобижонаба҃[д]ѣ[л]ѧгн҃еѡб[оро]ниѧ[зъ]тобѣ[цоло] (мъбью),[ѿ] … …‐ цѧ гн҃е пережата церосъ межѣ дѣт[ъ]кѣ мо[и зоби]жонꙑ жона моѧ зобижона ба҃ [д]ѣ[л]ѧ гн҃е ѡб[оро]ни ѧ[зъ] тобѣ [цоло]‐ (мъ бью),"‛От … [поклон к … У моей семьи (?) нива], господин, пережата через межи. Детки мои изобижены, жена моя изобижена. Бога ради, господин, защити, я тебе челом [бью]’.",,,novgorod_474
475,https://gramoty.ru/birchbark/document/show/novgorod/475/,novgorod,Грамота №475,Новгород,1380‒1400 (с вероятным смещением назад),Фрагмент письма,…(къ)…[шѣ]ѿвелкаиѿ …идемъ …,… (къ) …[шѣ] ѿ велка и ѿ … идемъ …,,,,novgorod_475
476,https://gramoty.ru/birchbark/document/show/novgorod/476/,novgorod,Грамота №476,Новгород,1360‒1380 (с вероятным смещением назад),Фрагмент письма,…(с)тар[ѣ]шимъсидовꙑ (мъ)(…)дѣтемъѡбо[ро]нитеѡ …,… (с)тар[ѣ]шимъ сидовꙑ‐ (мъ) (…) дѣтемъ ѡбо[ро]ните ѡ‐ …,,,,novgorod_476
477,https://gramoty.ru/birchbark/document/show/novgorod/477/,novgorod,Грамота №477,Новгород,1360‒1380 (с вероятным смещением вперёд),От Микифора к Анне (просьба дать документ на право «сидеть» на земельном участке),поклоноанѣмикꙑфораздорофѣѥва жеребеѧчтоѥсидалапожнювбꙑко щинѣтошюѥгаӏмаѥть:другуюꙩси покоземлицималоапожниӏмають ннчимьпособитинѣꙩчеисѣдит[и] анꙑнедаӏмитомѣстобꙑковщи[н]у,поклоно анѣ  микꙑфора з дорофѣѥва жеребеѧ что ѥси дала пожню в бꙑко‐ щинѣ то шюѥга ӏмаѥть : другую ꙩси‐ поко землици мало а пожни ӏмають нн чимь пособити нѣ ꙩ че и сѣдит[и] а нꙑне даӏ ми то мѣсто бꙑковщи[н]у,"‛Поклон Анне от Микифора с Дорофеева участка. Пожню, что ты [мне] дала в Быковщине, Шуйга отнимает, а другую [отнимает] Осипок. Землицы мало, а пожни отнимают. Нечем [горю] пособить, не из-за чего и сидеть [на этом участке]. Так что дай мне это место Быковщину’.","A bow to Ana from Mikifor, from Dorofej’s allotment. You gave (me) a meadow in Bykovščina; Šujga is taking (that one) away, and Osipok another. There is only a little land, and they’re taking (it) away. (I have) nothing to support (me), no reason to stay on. So give me that place, Bykovščina.",,novgorod_477
478,https://gramoty.ru/birchbark/document/show/novgorod/478/,novgorod,Грамота №478,Новгород,1340‒1360,Фрагмент (хозяйственные распоряжения),…(ку) нѣоуращка·аженебоу декунъоурашка·коупи своимикунамиколушк[ю] шапоцникоу,… (ку)‐ нѣ оу ращка · аже не боу‐ де кунъ оу рашка · коупи своими кунами колушк[ю] шапоцникоу,,,,novgorod_478
479,https://gramoty.ru/birchbark/document/show/novgorod/479/,novgorod,Грамота №479,Новгород,1320‒1340 (с вероятным смещением вперёд),"Фрагменты письма Глебу, Дрочиле (?) и другим (просьба приехать в город)",…аиѿ[ѳ]… --ста---иӏкоглеб(ꙋ)… --оци---кот----ꙋпое[д](ите)… (в)огор(о)доам-----ꙋвоз(мите)…,…а и ѿ [ѳ]… --ста---и ӏ ко глеб(ꙋ) … --оци-- - ко т----ꙋ пое[д](ите) … (в)о гор(о)до а м-----ꙋ воз(мите) …,,,,novgorod_479
480,https://gramoty.ru/birchbark/document/show/novgorod/480/,novgorod,Грамота №480,Новгород,1280‒1300 (с вероятным смещением вперёд),Отчет управляющего о сборе оброка,… (в)зѧло[ѥс]м[е]·а[прив]… инотомуоисправа,… (в)зѧло [ѥс]м[е] · а [прив]… ино томуо исправа,,,,novgorod_480
481,https://gramoty.ru/birchbark/document/show/novgorod/481/,novgorod,Грамота №481,Новгород,1280‒1300 (с вероятным смещением назад),От ловца к Остафии (просьба прислать грамоту и деньги),поклонъ·ѿловцакоѡ̈стаѳиипослиграмотуѡ̈жекунꙑ· насѣть·инаимиту·арожекаковъ·зѣидубо҃дастьловъ·та· ковъ·змуть,поклонъ · ѿ ловца ко ѡ̈стаѳии посли грамоту ѡ̈же кунꙑ · на сѣть · и наимиту · а роже како въ·зѣиду бо҃ дасть ловъ · та·‐ ко въ·змуть,"‛Поклон от ловца к Остафии. Пошли грамоту и деньги на сеть и на оплату работника. А рожь, когда смогу (?), [как] Бог даст лов, тогда и возьмут’.",,,novgorod_481
482,https://gramoty.ru/birchbark/document/show/novgorod/482/,novgorod,Грамота №482,Новгород,1280‒1300 (с вероятным смещением вперёд),Отчет управляющего о сборе оброка,… …[о]взѧѥсмепѧтьнаца (тево)[з](оꙩ̈)[вс]а·и·лоне·скоко·и·нинешнеко ацтоѥсиповельлоуоѥвшивзѧтивозоꙩ̈в са·ижитадруогꙑстарꙑхоуо·сопотосѧне (вино)[ва]т[о]твори[·а]·нꙑне[ши][х](о)[уос](опо) (…),… …[о] взѧ ѥсме пѧть наца‐ (те во)[з](о ꙩ̈)[вс]а · и · лоне·скоко · и · нинешнеко а цто ѥси повельло уо ѥвши взѧти возо ꙩ̈в‐ са · и жита друогꙑ старꙑхо уо·сопо то сѧ не (вино)[ва]т[о] твори [· а] · нꙑне[ши][х](о) [уос](опо) (…),"‛… [у такого-то] я взял пятнадцать [возов] овса — и прошлогоднего [оброка] и нынешнего. А что [касается того, что] ты велел взять у Евши воз овса и другой [воз] ячменя старых оброков (т. е. недоимок), то он утверждает, что [ничего] не должен. А нынешних оброков …’",,,novgorod_482
483,https://gramoty.ru/birchbark/document/show/novgorod/483/,novgorod,Грамота №483,Новгород,1260‒1280 (с вероятным смещением вперёд),К Захарии (указания получить у попа часть долга),(…) …(п)[олоцет] [ве]ре[т]игривнитиметиесем-----------ꙋсменаꙋмѧсниказацетое си·в҃·гривниꙋзѧлемоелишевозмизахариеꙋпопа·се[лине]ꙋдастедас оизростꙑводасте,(…) … (п)[оло цет]‐ [ве]ре[т]и гривни тиме ти есем- ---------- ꙋ смена ꙋ мѧсника за цето е‐ си ·в҃· гривни ꙋзѧле мое лише возми захарие ꙋ попа · се [ли не] ꙋдасте да с‐ о изростꙑ водасте,"‛… три с половиной гривны. На эти-то [деньги] я (или: Поэтому-то я) … у Семена-мясника. Остаток суммы, из которой ты взял у меня две гривны, возьми, Захарья, у попа. Если не даст, отдаст с процентами’.",,,novgorod_483
484,https://gramoty.ru/birchbark/document/show/novgorod/484/,novgorod,Грамота №484,Новгород,1240‒1260,Надпись на донце туеса,мать,мать,,,,novgorod_484
485,https://gramoty.ru/birchbark/document/show/novgorod/485/,novgorod,Грамота №485,Новгород,1240‒1260 (с вероятным смещением назад или вперёд),"Проба пера или учебная запись: фрагмент азбуки, слово из церковного текста",чшщꙗю нб҃ѣ,ч ш щ ꙗ ю нб҃ѣ,,,,novgorod_485
486,https://gramoty.ru/birchbark/document/show/novgorod/486/,novgorod,Грамота №486,Новгород,1180‒1200 (с вероятным смещением назад или вперёд),Фрагмент неопределенного содержания,…семь…,…семь…,,,,novgorod_486
487,https://gramoty.ru/birchbark/document/show/novgorod/487/,novgorod,Грамота №487,Новгород,1140‒1160 (с вероятным смещением назад),Увещевательное письмо к женщине,(…) …[вь]лѧшь дѣѧтиатꙑчьрьсосилудѣѧшь ажьбꙑтꙑдбромьжилабратом… (…) (…) …[по]жи[в]и жьсъгурьгьмьжьсолукоюавозꙑ вахотѧсьстроюньвѣстокою,(…) … [вь]лѧшь дѣѧти а тꙑ чьрьсо силу дѣѧшь ажь бꙑ тꙑ дбромь жила братом… (…) (…) … [по]жи[в]и жь съ гурьгьмь жь со лукою а возꙑ‐ вахо тѧ сьстрою нь вѣстокою,"‛… [X тебе таким-то образом] велел (или: велела) делать, а ты делала через силу. Если бы ты добром жила с братом (или: с обоими братьями) …’ {На обороте:} ‛… поживи же с Гургием и с Лукой. А вызывал я тебя через сестру, а не извещением’.",,,novgorod_487
488,https://gramoty.ru/birchbark/document/show/novgorod/488/,novgorod,Грамота №488,Новгород,1380‒1400 (с вероятным смещением назад),Литургические записи на латинском языке,"Venit[e],exultem(us)d(omi)no,iubilemusde[os]alutari n(ost)ro,p(rae)ocupem(us)facie(m)ei(us)in(con)fessi[(one)](et)i(n)psalmis iubile[(mus)] Viro.Viri.Virtute.Voce.D(omi)neH(ymnus)M(ari)aV(irgo).V(ersus).Wenie(lecta). Libritestamentsancti.KalendaeaprilislectionesIIIewangelii","Venit[e], exultem(us) d(omi)no, iubilemus de[o s]alutari n(ost)ro, p(rae)ocupem(us) facie(m) ei(us) in (con)fessi[(one)] (et) i(n) psalmis iubile[(mus)] Viro. Viri. Virtute.Voce. D(omi)ne H(ymnus) M(ari)a V(irgo). V(ersus). Weni e(lecta). Libri testament sancti. Kalendae aprilis lectiones III ewangelii",,,,novgorod_488
489,https://gramoty.ru/birchbark/document/show/novgorod/489/,novgorod,Грамота №489,Новгород,1320‒1340 (с вероятным смещением назад),От попа к Моисею (просьба о помощи в каком-то конфликте),…попа·комоисею·воступисѧ …[л]ѧ·хотѧбꙑти·истерѧти …[ѧ]зовотомо·адомап[р]о‐…,…  попа · ко моисею · воступисѧ …[л]ѧ · хотѧ бꙑ ти · истерѧти … [ѧ]зо во томо · а дома п[р]о‐…,"‛… от попа Моисею. Вступись [за меня (…), ради Бога]. Если даже тебе доведется понести [какие-либо] убытки (…), то это будет за мной. А дома …’",,,novgorod_489
490,https://gramoty.ru/birchbark/document/show/novgorod/490/,novgorod,Грамота №490,Новгород,1340‒1360 (с вероятным смещением назад или вперёд),"Упрек адресату в том, что его невозможно отыскать",(…) …продажитридни [вг]ородиако[би]ходилооудвороикоскладникоу товоѥмоуатꙑкомниньѧвишисѧкоунишитиношю,(…) … продажи три дни [в г]ороди а ко [би] ходило оу дворо и ко складникоу товоѥмоу а тꙑ ко мни нь ѧвишисѧ коуни шити ношю,‛... продажи три дня в городе; и к тебе (?) ходил во двор и к складнику (компаньону) твоему. А ты ко мне всё не приходишь. Я ношу с собой связки кун (или: ношу сшивать куны)’.,... sale. And [I] visited your yard and [also] your companion’s (or broker’s). Will you come to me to sew kunas into bundles (nosha)?,,novgorod_490
491,https://gramoty.ru/birchbark/document/show/novgorod/491/,novgorod,Грамота №491,Новгород,1360‒1380 (с вероятным смещением назад или вперёд),Начало челобитной,цоломбитѥѿс[мена]… т[ь]п--…,цолом битѥ ѿ с[мена] … т[ь]п--…,,,,novgorod_491
492,https://gramoty.ru/birchbark/document/show/novgorod/492/,novgorod,Грамота №492,Новгород,1360‒1380 (с вероятным смещением назад или вперёд),Фрагмент долгового списка,… [е]ном[ъ]оуѻстафьисовхим[и]за[лѣ]шн(ѧ) неполтинаоудудѣвгостьмеричахъ -----тит[р]ич[е]вте[р]откѣржикоробь(ꙗ) …,… [е]ном[ъ] оу ѻстафьи со вхим[и] за[лѣ]шн(ѧ)‐ не полтина оу дудѣ в гостьмеричахъ -----ти т[р]и ч[е]вте[р]откѣ ржи коробь(ꙗ) …,,,,novgorod_492
493,https://gramoty.ru/birchbark/document/show/novgorod/493/,novgorod,Грамота №493,Новгород,1180‒1200 (с вероятным смещением вперёд),Запись о посылке,послалан… напор[ѣ]ѥ…,послала н… на пор[ѣ]ѥ …,,,,novgorod_493
495,https://gramoty.ru/birchbark/document/show/novgorod/495/,novgorod,Грамота №495,Новгород,1450‒1500,Долговой список,уѡндриѧтриденгииванаденга устепанаденгауванаде нгаузубамосковка устепанамосковка,у ѡндриѧ три денги ивана денга у степана денга у вана де‐ нга у зуба московка у степана московка,,"From Ondrej, three den’gi. (From) Ivan, one den’ga. From Stepan, one den’ga. From Ivan, one den’ga. From Zub, a moskovka. From Stepan, a moskovka.",,novgorod_495
496,https://gramoty.ru/birchbark/document/show/novgorod/496/,novgorod,Грамота №496,Новгород,1430‒1450 (с вероятным смещением вперёд),Сообщение о «находе» (грабительском нападении),ни[ко]євзамноюрѣцѣиоударивсѧрозбоємънамихаилицн҃ъдворънасн҃аєвонаива (н)[ка]д[во]ръноважигалꙗссꙑномсофоноском:игнаткѣсимꙋєвѣзбратомъсмакхи [мк]омва[си]лѣвѣцѣркѣгрихънѣваслкоклимѣнтѣикѣстѣхънов·мартꙑнѣ[т]атаѧ храпѣ[с]ѣ[люєв]крѣстникдадворърозграбилиаживотъвзѧлдаи[ж]итницꙋєлиза рѣвꙋвѣрхъ[да]д[в]оръразграбилидаилюдѣипѣрѣбилипѣрѣкололи:азъвтомъ сѣлѣ[н]ѣодинъбꙑлатодеѧлосьвсюнѣделюдопрокла:,ни[ко]єв за мною рѣцѣи оударивсѧ розбоємъ на михаилицн҃ъ дворъ на сн҃а єво на ива‐ (н)[ка] д[во]ръ нов а жигалꙗ с сꙑном с офоноском : игнаткѣ симꙋєвѣ з братомъ с макхи‐ [мк]ом ва[си]лѣ вѣцѣркѣ грихънѣ васлко климѣнтѣикѣ стѣхънов · мартꙑнѣ [т]атаѧ храпѣ [с]ѣ[люєв] крѣстник да дворъ розграбили а животъ взѧл да и [ж]итницꙋ єлиза‐ рѣвꙋ вѣрхъ [да] д[в]оръ разграбили да и людѣи пѣрѣбили пѣрѣкололи : азъ в томъ сѣлѣ [н]ѣ одинъ бꙑл а то деѧлось всю нѣделю до прокла :,"‛Я должен сказать только вот что ({букв.:} За мною никаких речей [кроме следующей]). Напали разбоем на двор Михалицы, на новый двор его сына Иванка, — а [это были] Жигаля с сыном Офоноском, Игнатко Симуев с братом Макхимком, Василь Вечерко, Грихно, Василько и Климентейко Стехновы, Мартын Татая (?), Храп, Селюев крестник, — да двор разграбили и имущество захватили; да у Елизаря верх житницы и двор разграбили, а людей перебили и переранили. Я в том селе не один был. А это происходило всю неделю до Проклова дня’.",,,novgorod_496
497,https://gramoty.ru/birchbark/document/show/novgorod/497/,novgorod,Грамота №497,Новгород,1340‒1360 (с вероятным смещением вперёд),От Гаврилы Постни к его зятю Григорию и сестре Улите (приглашение в гости в Новгород),поколоноѡгаврилиѡпосеникоз атимоемоукогоригорижикоумоуик осесторимоеикооулитичобиестеп оихаливогородокорадостим оеианашегосолованеѡста вилидабоговаморадосте мивашегосолова вохинеѡсота вимо,поколоно ѡ гаврили ѡ посени ко з‐ ати моемоу ко горигори жи коумоу и к‐ о сестори моеи ко оулити чо би есте п‐ оихали во городо ко радости м‐ оеи а нашего солова не ѡста‐ вили да бого вамо радосте ми вашего солова вохи не ѡсота‐ вимо,"‛Поклон от Гаврилы Постни зятю моему – куму Григорию и сестре моей Улите. Поехали бы вы в город к радости моей, а нашего слова не забыли бы (не оставили бы без внимания). Дай Бог вам радость. {Ответ Григория и Улиты:} Мы все вашего слова не забудем (не забываем)’.","A bow from Gavrila Postnja to my brother-in-law Grigorij, (my) kum, and to my sister Ulita. May you come to the city, to my happiness, and not depart from our request. May God give you happiness. We will all not depart from your request.",,novgorod_497
498,https://gramoty.ru/birchbark/document/show/novgorod/498/,novgorod,Грамота №498,Новгород,1300‒1320,Ярлычок («Михин…»),михин…,михин…,,,,novgorod_498
499,https://gramoty.ru/birchbark/document/show/novgorod/499/,novgorod,Грамота №499,Новгород,1300‒1320,Ярлычок («Мишин»),мишине,мишине,,,,novgorod_499
500,https://gramoty.ru/birchbark/document/show/novgorod/500/,novgorod,Грамота №500,Новгород,1320‒1340 (с вероятным смещением назад),Опись имущества,… полърароублѧсерьбромъ·ѡжерьлиѥвъ --------дроугоѥсъхроустаю·шюбане мечькаꙗ·кожадьланаꙗ·ржи·з·коробьи· а·в҃·недьланꙑ·кожи·чепькотьльнаꙗ·мь хъкоунъ·е҃·телѧнъ·е҃·ѡвьцинъ:котлець· сковорода·скобъкарьполътна·в҃·локти·ѡ -------полъсть·г҃·хомоутꙑрьмѧнꙑ·оузда кована·робична·иконас[ъгот]аном[ъ] (по)п[о]н[ак]онев[а]ꙗ· … [р]о·оуꙗковликобꙑлк[и] (…),… полъра роублѧ серьбромъ · ѡжерьлиѥ въ -------- дроугоѥ съ хроустаю · шюба не‐ мечькаꙗ · кожа дьланаꙗ · ржи ·з· коробьи · а ·в҃· недьланꙑ · кожи · чепь котьльнаꙗ · мь‐ хъ коунъ ·е҃· телѧнъ ·е҃· ѡвьцинъ : котлець · сковорода · скобъкарь полътна ·в҃· локти · ѡ ------- полъсть ·г҃· хомоутꙑ рьмѧнꙑ · оузда кована · робична · икона с[ъ гот]аном[ъ] (по)п[о]н[а к]онев[а]ꙗ · …‐ [р]о · оу ꙗковли кобꙑлк[и] (…),"‛… полтора рубля серебром, воротник … , другой с хрусталем [т. е. с хрустальными пуговицами], шуба немецкая, кожа выделанная, ржи семь коробей, две необработанных кожи, цепь для котла, мешок куньих шкурок (?), пять телячьих и пять овечьих шкур, котел, сковорода, скобкарь (деревянный двуручный жбан), полотна два локтя, … , полсть, три хомута ременных, узда кованая {(последующее робична неясно)}, икона с гайтаном (шнурком для ношения на груди), попона конская’.",,,novgorod_500
501,https://gramoty.ru/birchbark/document/show/novgorod/501/,novgorod,Грамота №501,Новгород,1320‒1340 (с вероятным смещением назад),От Некефа к Марку (хозяйственное поручение),апоколоноѿнекефа комарукуподо[б]оро [п]о[ѥ]нипорозмери[ӏ]ме неѥниаѧзатобеколоне юсѧ,а поколоно ѿ некефа ко маруку подо[б]оро [п]о[ѥ]ни по розмери [ӏ] ме‐ не ѥни а ѧза тобе колоне‐ юсѧ,‛Поклон от Некефа Марку. Возьми «подбор» по мерке (т. е. подходящего размера); и мне тоже бери. А я тебе кланяюсь’.,,,novgorod_501
502,https://gramoty.ru/birchbark/document/show/novgorod/502/,novgorod,Грамота №502,Новгород,1180‒1200 (с вероятным смещением назад),От Мир(о)слава к Олисею Гречину (о предстоящем допросе полочанина Гавка),ѿмирславаколисьевикогрициноуа[т]оу[т]и вънидьтегавъкополоцанинопрашаиегоко дьтинагосподьвитаетьатьтивидьлокако тибꙑлоѧиванаѧлъпостави·и·пьредълюдьми какотивзмоловить,ѿ мирслава к олисьеви ко грициноу а [т]оу [т]и вънидьте гавъко полоцанино прашаи его ко‐ дь ти на господь витаеть ать ти видьло како ти бꙑло ѧ ивана ѧлъ постави ·и· пьредъ людьми како ти взмоловить,"‛От Мир(о)слава к Олисею Гречину. Тут войдет Гавко-полочанин. Спрашивай у него, где он стоит на постое. Если он видел, как я Ивана арестовал, поставь его перед свидетелями, как он скажет (т. е. перед теми свидетелями, которых он назовет)’.","From Mir(o)slav to Olisei Grechin. Soon Gavko-Polochanin will come (to you). Ask him where he stood on the post (at his designated position as a customs officer?). If he saw how I arrested Ivan, put him (Gavko) before witnesses [according to how] he will answer (i.e., before those witnesses whom he will name).","From Mirslav to Olisej Grečin. Gavko, a resident of Polock, is coming. Ask him where he is lodging. If he has seen how I arrested Ivan, place him before the witnesses that he mentions.",novgorod_502
503,https://gramoty.ru/birchbark/document/show/novgorod/503/,novgorod,Грамота №503,Новгород,1140‒1160 (с вероятным смещением назад),От Изосимы (фрагмент монашеского письма),Начальная часть ѿизосимепокланѧ(ние)… … Конечная часть … л[ъ]векаѫв[а]съанꙑнѧне[и](м)[амьвъ] лостилишевъсъаѧзавꙑбгамолю съдилаигравриѧимариѧиолисава идомьникамъногаже в[ꙑ]лѣта,Начальная часть ѿ изосиме покланѧ(ние) … … Конечная часть …‐ л[ъ] века ѫ в[а]съ а нꙑнѧ не [и](м)[амь въ]‐ лости лише въсъ а ѧ за вꙑ бга молю съдила и гравриѧ и мариѧ и олисава и домьника мънога же в[ꙑ] лѣта,"‛Поклон от Изосимы …’ {После разрыва:} ‛[Я провел (?) пол]жизни у вас и ныне не имею [никакого] достояния, кроме вас. И я за вас Бога молю: Сдила и Гаврия (?) и Мария и Олисава и Домника — многая же вам лета’.","Greetings from Izosima to ... [I spent (?) half] (of my) life with you and now have [no] sustenance besides you. And I pray to God for you: Sdila and Gravriia and Mariia and Olisava and Domnika ─ [may you have] (i.e., live) many years.",,novgorod_503
504,https://gramoty.ru/birchbark/document/show/novgorod/504/,novgorod,Грамота №504,Новгород,1160‒1180 (с вероятным смещением вперёд),Список имен — церковные поминания и/или заказ на иконы,ѳом·тимоѳ лариѧна·о- ск-ь·оньн,ѳом · тимоѳ лариѧна · о-‐ ск-ь · оньн,,,,novgorod_504
505,https://gramoty.ru/birchbark/document/show/novgorod/505/,novgorod,Грамота №505,Новгород,1200‒1220 (с вероятным смещением назад),Фрагмент неопределенного содержания,ѧд… аост…,ѧд… аост…,,,,novgorod_505
506,https://gramoty.ru/birchbark/document/show/novgorod/506/,novgorod,Грамота №506,Новгород,1160‒1180 (с вероятным смещением вперёд),Список имен — церковные поминания и/или заказ на иконы,+петре:евана:маримиѧна:ѧна: георегиѧ:ѳедорьпрокопиѧ оводокиѧев[а]на·рожво еоу[п]…,+ петре : евана : маримиѧна : ѧна : георегиѧ : ѳедорь прокопиѧ оводокиѧ ев[а]на · рожво еоу[п]…,,,,novgorod_506
