text,century,city,year
ѿъ стъенѣга къ матери то ти есмь дале савѣ :е: кꙋнъ въже трькъвище лъжици :в: ножа :в: брꙋсе : вожѣ оленики ·,XII_2,novgorod,1170
поклоно посаднику онсиѳору оже ѥси во пори наболисѧ посзовно грамотою ...,XIV_2,novgorod,1370
...ь ꙋ тьбѧ то ӏ го... отвецꙋ ӏ о земле...,XIV_2,novgorod,1370
Первый фрагмент ...оп... Второй фрагмент ...кы... Третий фрагмент остафӏѧ па... ...мъ · ско... бещести·е свое ... Четвертый фрагмент ...ни...,XIV_2,novgorod,1350
...ъ ѡвьркӏи и иракъ и созо и оуласӏи,XIV_2,novgorod,1350
ѿ лоукꙑ : ко марфи · цто олекса · колбинць · далъ : пороукоу · в коунахъ : дати бꙑ дати : коунꙑ : на пьтровъ дн҃ь : в роусаль... ...,XIV_1,novgorod,1330
№ 390а бологожь :в: жерьбьѧ : козьлеско : плꙋ:тьць :в: жерьбеѧ : во подогореи : плисина :в: жьребьѧ : старо поле : завьтьрение : по рꙑдино :в: жеребьѧ : а бороть : по рꙋцьи : по голиное : и по конѧжь : людьщико : до ꙋсть воломи :в: жьрьбеѧ : а по голиное : рꙋцье заньтьцье : и до колина : вохо мое : и за ивьницꙋ : а бориславꙋ : дорꙋгаѧ : соторона : нетьца : по цьрьтово рꙋцьи : и до вьрьховьѧ и по пꙋть рꙑдьньскои № 390бпочерк другой козелеско дорогуне плисина завьтьрьние,XIII_2,novgorod,1290
`+ ѿ олѳоромеѧ к доманцю и ко лахнꙋ и ко еванꙋ и к олее секите сꙋко нмого · а рожи много · ... ...,XIII_2,novgorod,1290
оу тешена возѧле ·к҃· гривено ... и гривна · из · ногато ·,XIII_2,novgorod,1290
кузма · далъ ·о҃· и и ·в҃ӏ· своӏхъ · с ·к҃· а что · гри·го‐ ...,XIII_2,novgorod,1290
... ... возовале : и на... еипоть проси : бе сорома иди ... доеди до сьла : собери св... ...,XIII_2,novgorod,1290
поклоно ѿ григори ко матери ꙋдаи л҃ гринво и та ꙋмули исца с татбе · сюда,XIII_2,novgorod,1270
`-лоꙋ,XIII_2,novgorod,1250
къснѧтинѧ грамата,XII_2,novgorod,1190
... ...и дорогобꙋде ... ...гꙋ : оже зове ... ...,XIII_2,novgorod,1290
'-,XIII_1,novgorod,1210
ѿ ... и ѿ тоугошѣ и ѿ воютꙑ и ѿ коузьмꙑ и ѿ ... ... погꙑбло оже нꙑ ѥси холопꙑ нарекла оути · ꙗзъ тебе не нарек...,XII_2,novgorod,1190
юмри н,XIV_2,novgorod,1390
поклонъ ·  ива... гж҃е · жонку ту дала за своѥго ж паробка ...,XV_1,novgorod,1415
у марка коробѣѧ у гꙑмуѥва брата полуторѣ бѣлки в сандалакши у мунданахта :в҃: бѣлѣ у пюхтино коробѣѧ то в погии у наимита бѣлка,XIV_2,novgorod,1370
ѿ михалѧ к атцеви оже поиде кнѧзе а поими коне оу ѳедора и седло возми а ковриго не сли семо дешево,XIII_1,novgorod,1230
...оуф...,XII_2,novgorod,1190
... и риби и масло и сири а то празка ·г· годо даи то а ми тоби ги҃не фоносе кланѧесме а даро ведаеше ·г· куници ·г· годо а поцне прошати жени или синови жени ·в· бели а сину белка,XIV_2,novgorod,1370
...‐ -а десѧте гривено ѳедоре с...ꙑславе,XIII_2,novgorod,1290
... бьрковьска : соли : ... ... али есте поимале : намь а водадить : а ѧ во ...,XIII_2,novgorod,1290
...арѧ : ꙋ собꙑслава : ꙋ саве ... ... пꙋдово медꙋ : ꙋ гавриле ꙋ ... ...,XIII_2,novgorod,1290
...‐ а ꙋ смьрда ꙋ боѧна трои нам- ... гривьне : ꙋ митрощь :в: гривнь намо : ꙋ домитра :в: гривнь намо ꙋ домана ꙋ смьрда полꙋторе гривнь по :ꙅ: ногато намь : ꙋ по‐ -ьшь о:и:ӏ: бьло и :в: гривьнь кꙋно : ꙋ козьла :е: бело и поло гривнь : ꙋ братьши ꙋ сьмьрьда поло :л: бьло ꙋ смьрда ꙋ дьмьѧна :ӏ: бьло и поло гривнь намо ꙋ колокꙑ‐ -а :е: кꙋно и гривна намо :,XIII_2,novgorod,1290
ѿ ...ора к оксьнье ѡжь ѧль будь матѳьеца добрь скуеть а цьпье могить добꙑти ... прикуеть в подкльть в пивномо а дае кснѧтиньцу его оть блюдь до мьнь ... поеди в сьло с посто,XIII_2,novgorod,1290
поклоно ѿ · ли·хо·це · ко ми·ки·ѳо·роу · про · ро·же · про · со·до·слалю ... не · ве·ле·ле · ни·ко·моу · же · во·да·ти · та·ко · жь ...,XIII_2,novgorod,1270
цолобитье ѻть смона к попу ивану цо бꙑ еси моего москотьѧ пересмотреле дад бꙑ хорь не попортиль а ѧ тоби своему ѻсподину цоломь бию в коробки а послаль есмь клуць стопаномь а помитка горносталь,XV_1,novgorod,1405
покло ѿ ѳиликса ко сменꙋ и ко юргю на бозѣ полжено и на васо аже цто прибꙑтка вовѣсѧ бꙋдете то вложи во церкове : а цто бꙋде надобе жене моѥи и тꙑ брате смене даи жене моѥи а ѧзо тобе много кланѧюсѧ,XIV_2,novgorod,1350
поклоно ѡ ѳовронее к ѳиликсу с плацомо убиле мѧ пасꙑнке · и · вꙑгониле мѧ изо двора велише ми ехате в городо или самь поеди семо убита есемо,XIV_2,novgorod,1350
се погибло · сено · оу дорофеѧ бꙑло · сено в острове и смене · поѣдѧ к сену : и зуба позвале,XIV_2,novgorod,1370
приѣхавъ · и заволоцѣѧ · носилѣ · серебро · климѣць с племенъ·мъ · на завѣтрѣ · по петровѣ дн҃и · носилѣ фодорку · слепеткову · съз братѣю · а серебромъ ходилъ григорѣи фларевъ · давꙑдъ поповъ · матвѣике нище · лука ѻнишковъ · софронъ · м шкинъ,XIV_1,novgorod,1330
... метель за тобою п... серебра не сли а цто за тобою ... ...‐ инꙑ присли,XIV_1,novgorod,1330
Стр. 1: ис҃ хтꙋ · ѧко со бо҃‐ мь поциваѥмо г҃и благослови оц҃ь Вьцерьнѧѧ наша молитвꙑ приими свѧтꙑ г҃и и подаже Стр. 2: намо оставльниѥ грьхово ѧко ѥдино ѥси ѧвлии во мирь воскрьсьние Стр. 3: Обидьть лоудие сиона и обоиимьть и дадить славꙋ во немьмь воскрьсошьмоу и мьртꙑихо ѧко тъ еСтр. 4: сть бого нашь избавлии ото бьзаконии нашихо Придьть лꙋдие поимо и поклонимасѧ Стр. 5: х҃оу славѧщь ѥго свѧтое воскрьсени·е ѧко то есть бо҃ нашь избавлѧѧ ото безакони нашихо Стр. 6: Страстию твоею ѿъстрастии свободихомосѧ и воскрьсениѥме Стр. 7: твоимь из истелениꙗ избꙑхъмо ги҃ слава тобь ·,XIII_2,novgorod,1290
ѿ панка къ захарьи · и ко ѡгаѳоноу продалъ есмь сорокъ бобровъ милѧте на десѧти гривнъ серьбра олна же · взьмъ серьбро то же даи бобрꙑ а даи серобро захарьи,XIII_2,novgorod,1250
`+ ѿ братѧтѣ къ нежилоу поиди соуноу домовь свободне еси паки ли не идеши а послоу н тѧ ѧбьтьникъ ѧ заплатиль ·к҃· грв҃нъ а тꙑ свбонь,XII_1,novgorod,1130
ѿ мѣ:стѧ:ть : ко га:во:шь : и : ко : со:ди:ль : по:пꙑ:та:и:та ми : конѧ : а : мѣ:стѧ:та : сѧ : ва:ма покланѧ : а:же : ва : ць:то : на:до:бь : а солита : ко монь : а грамотуо : водаита а уо павла : скота попроси:та а мь:стѧ,XII_2,novgorod,1150
... къ моне ...,XII_1,novgorod,1110
грамота ѡтъ гюрьгѧ къ отьчеви и къ матери : продавъше дворъ идите же сѣмо смольньску ли кꙑевоу ли : дешеве ти хлебе : али не идете а присъте ми грамотичу сторови ли есте,XII_1,novgorod,1110
...пол...,XII_1,novgorod,1110
...оньсоупо ...дрѧми,XII_1,novgorod,1110
покланѧние ѿ пьр... къ рагоулови ...,XI_2,novgorod,1087
...нѣ : промꙑшлѧи о дѣтии : сих...,XI_2,novgorod,1087
монисто оусьрѧзи кожоуха ·в· сь пьльд... три отоцька польпьна и съ цьльцьмоод... шьсть гоубиць пьрьни и възогъловие лоудиц... е҃· роужьнꙑхо а три бѣла оковьць мѣдѧн... гълько ларь,XII_2,novgorod,1170
ѿ хоритана ко моисею а возьми грвну сеоже ти иване не дале буребра оу ... де ...,XII_2,novgorod,1190
илиина,XII_2,novgorod,1190
илин,XII_2,novgorod,1190
'+ ѿ завида къ онотаноу къ пꙋнѣ къ жад... и къ вохъи братьѣ покланѧние ... ...,XII_1,novgorod,1130
ѿ жирѧцѧ ко ... шесте на десѧте ...,XII_1,novgorod,1110
...ѧтина... ...свен...,XII_1,novgorod,1110
... еша а тоу да инехо девѧте гривено осталосѧ а кланѧюсѧ добꙑво серебра присоли же а ѧзо ти на поути а оурекꙑ воземо,XIII_1,novgorod,1210
... ...ово во семе гривено ...тꙑхо молодꙑхо коне ...да дороге... ...еце и вохе за коне ...а доѥни к... ...ле по осми коуно по ... гривен... ...це по девѧти резано,XIII_1,novgorod,1210
... ... м҃· рѣзанъ · подъшьвѣ ·ꙅ҃· рѣ и ·л҃· а въ ·л҃· рѣзанъ ... ... грв҃на : въ пьрвое коробье на ·в҃·ӏ· грв҃нѣ · въ дрꙋгее коробье дробь ... по рѣзанѣ · а большѣе по ·г҃· рѣзанѣ · ножевъ ·н҃· полъ грв҃нѣ · головице ...мъ ·в҃· грв҃нѣ · на гребеньхъ грв҃на · ногатѣ ... ... кожюхъмъ ·,XII_2,novgorod,1190
'+ ѿ моисеѧ ко спирокоу оже ти не возѧло матее капи воложи ю со проусомо ко мне ѧзо ти олово попродале и свинеце и клепание вохо оуже мне не ехати во соужедале воскоу коупленꙑ :г: пи а тобе поити соуда воложи олова со цетꙑри безмене полотенеца со дова цереленаѧ а коунꙑ прави со проста,XIII_1,novgorod,1210
...ѧти векоше новог...,XII_2,novgorod,1190
...ьноу ѧ слю к тобѣ ...,XIII_1,novgorod,1230
ѿ радиле ко матери во... ... :ѳ: гривено поло воза рожи ...,XIII_1,novgorod,1230
ѿ домитра ко ко ѳеларю и ко несодиле,XIII_1,novgorod,1210
а б в г д,XII_2,novgorod,1190
всѧло горончаро ·в҃· сорока · куницю · кобꙑлу ·г҃· кожи · шапка · сани хомутꙑ · а целовало · ѥси ко мнѣ · а не прислало ѥси ѧсо · погибло ·,XIV_1,novgorod,1330
поклонъ · ѿ кондрата · ѻсподину своѥму юрью и ѿѻ всихъ селѧнъ · что ѥси · ѻсподине конѣ подавалъ · и тꙑи · ѻсподине · конѣ · захарьꙗ въдаваѥть · оу насъ · что бꙑ ѥсь ѻсподине · оунѧлъ ѥго · или ѻсподине · не оуимешь · и тꙑ · ѻсподине · пошли по ѻстатокъ · а намъ ѻсподине · немочьно жить ·,XIV_2,novgorod,1390
ждановъ,XIV_1,novgorod,1310
...‐ дѫ оженивосѧ тѫ,XIII_1,novgorod,1230
ѿ къ лоу и ко тоудъроу изѧла еста мою дъложьницоу оу ѧрꙑшевъ : възѧла еста оу неи :ꙅ҃: гривьнъ : и ещь : въ дъложениць,XII_2,novgorod,1190
се азъ и дѣти,XII_2,novgorod,1190
...илъкѣ ив...,XII_2,novgorod,1190
... полъ десѧть кѫнѣ ...,XII_2,novgorod,1190
...е бꙑле на лав...,XII_2,novgorod,1190
жиръке гамизиле даль коун...,XII_2,novgorod,1190
...‐ дѫ вр... ...‐ сти въдаита же ми ...,XII_2,novgorod,1190
а въдае емѫ г҃ рѣзанѣ ... ... до сꙑти крени сѫща а маса ... ... ...хѫосѫда,XII_2,novgorod,1190
...иго,XII_2,novgorod,1190
волосе д,XII_2,novgorod,1190
...даи мѣстъкѫ п... ... грив...,XII_2,novgorod,1190
а б в г д е ж ꙅ з и ї к л м н о п р с т уо ѳ х ѡ ц ч ш щ ъ ѣ ѫ ю  ѧ,XII_2,novgorod,1190
...мина...,XII_2,novgorod,1190
ги҃ ѫслюши молитвоу,XII_2,novgorod,1190
поклонъ ѿ ѳедорѧ и ѿ коузми и ѿ хого десѧикѧ сидору и к маѳию переми посѧдници кунѧми неси подѧи а ото в лонихъ в недоборехъ в нинишнихъ и проси борца  петрови дни лонщии бориць своимъ недоборомъ а нишнии бориць своимъ в недоборехъ плати ми сѧ животиною,XIV_1,novgorod,1310
поклонъ  игнатьѧ · и ѿ григорьи ѿ матфѣѥвица ко ...,XV_1,novgorod,1425
цолобитье ѿ ... к осподину к осподарю моему кнѧзю великому костантину ...,XV_1,novgorod,1425
... ...на софонтеѥ во дворь голову оубиле а нꙑхъ без вѣстѣ нѣть · а животъ взѧле какъ сподине пецалуѥше,XV_1,novgorod,1425
... того а ѧзъ тобѣ цоломъ бью,XV_1,novgorod,1425
...цю ꙩстаѳь‐ ...слѧѥ клюц‐ ... церковъ · поста‐ ... ... живе ту,XIV_2,novgorod,1390
оу ꙩнкифа ·ꙅ҃· коробѣ · ржи · коробьѧ · пшеницѣ ·ꙅ҃· годъ · а ѿ бирица бѣлъ в отъсилкѣ билъ ми трꙋфане,XV_1,novgorod,1415
ѿ ... ...‐ цѧ гн҃е пережата церосъ межѣ дѣтъкѣ мои зобижонꙑ жона моѧ зобижона ба҃ дѣлѧ гн҃е ѡборони ѧзъ тобѣ цоломъ бью,XIV_2,novgorod,1390
... къ ...шѣ ѿ велка и ѿ ... идемъ ...,XIV_2,novgorod,1390
... старѣшимъ сидовꙑмъ ... дѣтемъ ѡбороните ѡ‐ ...,XIV_2,novgorod,1370
поклоно анѣ  микꙑфора з дорофѣѥва жеребеѧ что ѥси дала пожню в бꙑкощинѣ то шюѥга ӏмаѥть : другую ꙩсипоко землици мало а пожни ӏмають нн чимь пособити нѣ ꙩ че и сѣдити а нꙑне даӏ ми то мѣсто бꙑковщину,XIV_2,novgorod,1370
... кунѣ оу ращка · аже не боуде кунъ оу рашка · коупи своими кунами колушкю шапоцникоу,XIV_2,novgorod,1350
...а и ѿ ѳ... стаи ӏ ко глебꙋ ... оцико тꙋ поедите ... во городо а мꙋ возмите ...,XIV_1,novgorod,1330
... взѧло ѥсме · а прив... ино томуо исправа,XIII_2,novgorod,1290
поклонъ · ѿ ловца ко ѡ̈стаѳии посли грамоту ѡ̈же кунꙑ · на сѣть · и наимиту · а роже како въ·зѣиду бо҃ дасть ловъ · та·‐ ко въ·змуть,XIII_2,novgorod,1290
... ...о взѧ ѥсме пѧть нацате возо ꙩ̈вса · и · лоне·скоко · и · нинешнеко а цто ѥси повельло уо ѥвши взѧти возо ꙩ̈вса · и жита друогꙑ старꙑхо уо·сопо то сѧ не виновато твори · а · нꙑнешихо уосопо ...,XIII_2,novgorod,1290
... ... поло цетверети гривни тиме ти есемꙋ смена ꙋ мѧсника за цето еси ·в҃· гривни ꙋзѧле мое лише возми захарие ꙋ попа · се ли не ꙋдасте да со изростꙑ водасте,XIII_2,novgorod,1270
мать,XIII_2,novgorod,1250
ч ш щ ꙗ ю нб҃ѣ,XIII_2,novgorod,1250
...семь...,XII_2,novgorod,1190
... ... вьлѧшь дѣѧти а тꙑ чьрьсо силу дѣѧшь ажь бꙑ тꙑ дбромь жила братом... ... ... ... поживи жь съ гурьгьмь жь со лукою а возꙑвахо тѧ сьстрою нь вѣстокою,XII_2,novgorod,1150
"Venite, exultemus domino, iubilemus deo salutari nostro, praeocupemus faciem eius in confessione et in psalmis iubilemus Viro. Viri. Virtute.Voce. Domine Hymnus Maria Virgo. Versus. Weni electa. Libri testament sancti. Kalendae aprilis lectiones III ewangelii",XIV_2,novgorod,1390
...  попа · ко моисею · воступисѧ ...лѧ · хотѧ бꙑ ти · истерѧти ... ѧзо во томо · а дома про‐...,XIV_1,novgorod,1330
... ... продажи три дни в городи а ко би ходило оу дворо и ко складникоу товоѥмоу а тꙑ ко мни нь ѧвишисѧ коуни шити ношю,XIV_2,novgorod,1350
цолом битѥ ѿ смена ... тьп...,XIV_2,novgorod,1370
... еномъ оу ѻстафьи со вхими залѣшнѧне полтина оу дудѣ в гостьмеричахъ ти три чевтероткѣ ржи коробьꙗ ...,XIV_2,novgorod,1370
послала н... на порѣѥ ...,XII_2,novgorod,1190
у ѡндриѧ три денги ивана денга у степана денга у вана денга у зуба московка у степана московка,XV_2,novgorod,1475
никоєв за мною рѣцѣи оударивсѧ розбоємъ на михаилицн҃ъ дворъ на сн҃а єво на иванка дворъ нов а жигалꙗ с сꙑном с офоноском : игнаткѣ симꙋєвѣ з братомъ с макхимком василѣ вѣцѣркѣ грихънѣ васлко климѣнтѣикѣ стѣхънов · мартꙑнѣ татаѧ храпѣ сѣлюєв крѣстник да дворъ розграбили а животъ взѧл да и житницꙋ єлизарѣвꙋ вѣрхъ да дворъ разграбили да и людѣи пѣрѣбили пѣрѣкололи : азъ в томъ сѣлѣ нѣ одинъ бꙑл а то деѧлось всю нѣделю до прокла :,XV_1,novgorod,1440
поколоно ѡ гаврили ѡ посени ко зати моемоу ко горигори жи коумоу и ко сестори моеи ко оулити чо би есте поихали во городо ко радости моеи а нашего солова не ѡставили да бого вамо радосте ми вашего солова вохи не ѡсотавимо,XIV_2,novgorod,1350
михин...,XIV_1,novgorod,1310
мишине,XIV_1,novgorod,1310
... полъра роублѧ серьбромъ · ѡжерьлиѥ въ дроугоѥ съ хроустаю · шюба немечькаꙗ · кожа дьланаꙗ · ржи ·з· коробьи · а ·в҃· недьланꙑ · кожи · чепь котьльнаꙗ · мьхъ коунъ ·е҃· телѧнъ ·е҃· ѡвьцинъ : котлець · сковорода · скобъкарь полътна ·в҃· локти · ѡ полъсть ·г҃· хомоутꙑ рьмѧнꙑ · оузда кована · робична · икона съ готаномъ попона коневаꙗ · ...‐ ро · оу ꙗковли кобꙑлки ...,XIV_1,novgorod,1330
а поколоно ѿ некефа ко маруку подоборо поѥни по розмери ӏ мене ѥни а ѧза тобе колонеюсѧ,XIV_1,novgorod,1330
ѿ мирслава к олисьеви ко грициноу а тоу ти вънидьте гавъко полоцанино прашаи его кодь ти на господь витаеть ать ти видьло како ти бꙑло ѧ ивана ѧлъ постави ·и· пьредъ людьми како ти взмоловить,XII_2,novgorod,1190
Начальная часть ѿ изосиме покланѧние ... ... Конечная часть ...‐ лъ века ѫ васъ а нꙑнѧ не имамь вълости лише въсъ а ѧ за вꙑ бга молю съдила и гравриѧ и мариѧ и олисава и домьника мънога же вꙑ лѣта,XII_2,novgorod,1150
ѳом · тимоѳ лариѧна · о скь · оньн,XII_2,novgorod,1170
ѧд... аост...,XIII_1,novgorod,1210
'+ петре : евана : маримиѧна : ѧна : георегиѧ : ѳедорь прокопиѧ оводокиѧ евана · рожво еоуп...,XII_2,novgorod,1170
... остави намъ дологꙑ наша ... клевету · зависть · ненавис...‐ тнавѣтꙑ ...,XIII_1,novgorod,1210
иосиѳъ · оноуѳри ӏѡ҃ : милостиви анастиѧ соѳиѧ · ѳедосиѧ · ꙋлиѧна · пелагиѧ · оборот другой почерк: демитре павело оводокиѧ оѳимию гюрьги мироѳа,XII_2,novgorod,1170
оу воислава възьми :ӏ: коунъ истинь а :е: коунъ намомъ не въдале дъвоихъ намъ ⁞ оу нѣжѧть възьми десѧть коунъ и гривьноу ⁞ оу боудоть възьми гривьноу намѣноую ⁞: оу боѧна възьми шестѣ коунъ намьноую озеревахъ а отрокоу въдаите по коунѣ моужь,XII_2,novgorod,1170
сь сталь бьшь коузма на здꙑлоу и на домажировица торговала еста сьломь бьз мьнь а ѧ за то сьло пороуцнь : и розвьли есть цьлѧдь и скотиноу и кобꙑль и рожь а домажирь побѣгль нь ѿкоупивъ оу вѧцьслава из долгоу : како жь еста торговала тако жь исправитистьрю мою :ꙅ: сотъ пакꙑ жь ли послита ... ...,XIII_1,novgorod,1230
ѿ лазорѧ : ко : от... сꙋконо свить : ...,XII_2,novgorod,1170
...а кътъ истинъ боудь ньвьрьнъ ...,XII_2,novgorod,1190
...жь нама ѫ иль-... ... ѫ ньго ...,XII_2,novgorod,1190
...а · евана · коушьника,XIV_1,novgorod,1310
ѿ ѧкова ... з з з з з ...,XII_2,novgorod,1170
ѫ опалѧ :ꙅ҃: кѫнъ мълъвотицѣхъ ѫ сновида :з҃: кѫнъ мълъвотицѣхъ ѫ търъцина :г҃: кѫнѣ ѫ боѧна :ꙅ҃: кѫнъ озеревахъ ѫ мѣстъка :в҃: кѫнѣ велимицѣхъ ...,XII_2,novgorod,1170
...рали а ...прису‐ ...,XII_2,novgorod,1150
цѣсаръствъе небесъное,XII_2,novgorod,1150
Третья запись ...ѣ ·г· цетвероткжита оу ѧкъшѣ ·г· цетверотки жита Четвертая запись оу тимошкѣ в гуслехь поторѣ коробьи ржи оу кюра ·г· цетвероткѣ ржи оув ꙑѥвка ·г· цетверетки пшеницѣ ·г· цетвер тки жита,XV_1,novgorod,1405
пр|о|ко|пи|и семь|мхр|ьс|ти|на мих ѳо|вр|о спири|доно мариѧ г҃,XII_2,novgorod,1190
...бѣ · хрьстина ...,XII_2,novgorod,1170
... ... прислите :л҃: гривнъ олѧ възмꙋ кꙑеве :҃: гривнъ,XII_2,novgorod,1170
'+ ѿ хрьстила къ вꙑшькови · се оу насила есмь възѧлъ · грв҃не · а чет...,XII_1,novgorod,1110
на боѧнѣ въ роусѣ : грвна : на житобоудѣ въ роусѣ :г҃ї: коунѣ : и грвна истинѣ : на лоугѣ на нѣгорадѣ г҃: коунѣ и : грвна съ намꙑ : на добровитѣ : съ людьми :г҃ї: коунѣ и грвна : на нѣжькѣ на пръжневици : полъ : грвнѣ на сиромѣ : без дъвоу ногатоу грвна : на шелонѣ на добромꙑслѣ :ї҃ коунъ на животъкѣ :в҃: грвнѣ кроупѣмь : серегѣри на хъмоунѣ : и на дрозьдѣ ::е҃: грвнъ бес коунѣ : на азъгоутѣ и на погощахъ ѳ҃: коунъ семѣѣ грвнѣ :⁞ доубровьнѣ на хрипанѣ : :ѳ҃ї третьѣѣ грвнѣ :,XI_2,novgorod,1062
...‐ дъшинѣи - - - - - - - ати боуде воина а на мѧ почъноу а молитесѧ гостѧтою къ кънѧзю,XI_2,novgorod,1062
отоци поклонь к олоскадру сто бꙑ еси добрѣ доспѣле сто у тьбь сирꙑ то бꙑ еси масло то бꙑ еси продѧле с климомь а ѧ тобѣ клѧнаосѧ продѧва да бꙑ еси климу гиевькѧ стопанѧ братом ь гѧковѧ,XIV_2,novgorod,1370
... целовѣку ...,XIV_2,novgorod,1390
толко за мною и словъ позвале мене ѡ̈лекьсѣи на гумно ажь ѡ̈сташька ѡ̈‐ вꙑдь молоти ѡ̈лекъсѣи ѥго воспроси цому молотишь безъ нашихъ сиротъ а намъ в землѣ половина а верьши цасть и велѣлъ ми старѣшѣи мои и сѣмѧна и ѣмѧна молотить ваша иване,XV_1,novgorod,1425
поклоно ѿ ... ко владики цто есомо ... конми за то господине ... возарало на паренину ... и кланѧюсѧ да·и· господине ... ...ли ниту,XIV_2,novgorod,1370
ѡсподину ѥсифу блас҃ловлениѥ целобитиѥ ѡто попа ѿ тѣмофиѧ гублѧне твоѥго слова не слушають федорка не прии͘млюте волно бу҃ ӥ тоби,XIV_2,novgorod,1390
прольжь : три гривне бес пати мордоко,XIII_2,novgorod,1290
а҃ : в҃ : г҃ : д҃ е҃ ѕ҃ ъъ з ъз едал е ꙅ҃,XIII_2,novgorod,1290
... к намъ ... ...инила... ...и · кони ...,XIV_2,novgorod,1390
на жьстове селищь девѧносото а в оке третеѧ цасте на радошкове земле :-: грвно а на баране на бьсꙑньске :п: грвно на ньговить сороко на хотиль ·г: грвне на диль поло :д: грвне оу гренѧ грвна оу пѧтшь грвна на хвибовь земле :в·ӏ· грвне на сен :ѳ: грвно но насиловь :в:ӏ: грвне на льскь сороко на бабине грвна зарьцьн на салькь в грвне,XIII_2,novgorod,1290
ко душили,XIV_1,novgorod,1330
...ослꙑшати оровее и покланѧюсѧ,XIII_1,novgorod,1230
...город...,XIII_2,novgorod,1250
'+ покланѧние ѿ данила ко брату к ꙑгнату брать попецѧлисѧ о мне хожю ти наго ни мѧтлѧ ни иого цого а прислꙑ мѧтьле рудаво а седе кунꙑ дамо а сомеци колико даси на сукне ⁞ а госпожа не придала а уомилоседрисѧ брать дае ми место зади не на цеме сѧ кормити и кланѧю ти сѧ,XIII_2,novgorod,1250
... возъ в... ... себѣ которои взѧли бчелꙑ ... мьрꙑ вꙑдерли въ :-: ... гривнахъ : шесть ... взѧли ...,XIV_1,novgorod,1310
...иь сьмьюнь ...,XIII_1,novgorod,1210
... вохо ли ... совьзли ко собе оутворо ...дь · а тꙑ како велиши,XIII_2,novgorod,1250
... оу малѧтѣ кѫна ...,XII_2,novgorod,1190
оу ...новичь :з гривьнъ,XII_2,novgorod,1190
оѳимиѧ каже весте къ тобе грв҃нꙋ серьбра присли на дьвке ⁞ дѣтѧтию присли весте ажь долго бꙋде долго медлѧти присли весте,XIV_1,novgorod,1310
... мною про хороме з҃ї грвно тако поусти мне ...,XIV_1,novgorod,1310
...и ѿ п... ... выправи... ... въ треть ... ...моудьржи... ...ѣто поклан...,XII_2,novgorod,1170
... възьмъши а тако собѣ възм... ...одо пельпьлоке на къ‐ ...,XII_2,novgorod,1170
ѿ дроцили · ко поникаропу · куплено ти рожи · ѡсми надсѧте полушоко : а пешеници ·е· полушоко · а нинѧ · намово нету · а бес куно не везюте · любо же · присли кунꙑ · любо же · а смолови с кꙑмо · любо е · седе тите приеха возмете : а куплено по полу гривни роже · а пешеница · по сороку бес куни · а на кони приши·‐ ли ми ·в· гривни серебра · а ѧ муже небогатое кланѧюсѧ · нама ти хотѧ ти по ·и҃· куну и по мородоки,XIII_2,novgorod,1290
грамота отъ їли ї отъ дъмитра пльсковѫ ко либинѫ : ко мостокѣ то ти мѧтьль въ поло гривьнѣ · ложьнике въ цетꙑри кѫнѣ юбрѫсе въ трьї кѫнѣ заѧле еси оу тьше трьї кѫнѣ а въ томь шесть кѫно присъли : присъли же мою ї малѫю нитокѫ ѣли не присолеши а рѫти тѧ хоцѫ :,XII_2,novgorod,1150
къ михалю не росходоуисѧ про село аче и прода то на гривьнъ ·ӏ҃· и боле ...,XIII_2,novgorod,1290
а б в г д е ж ꙃ з и ї к л м н о п р с т оу ф х ѿ ц ч ш ъ ѣ ѫ  ю ѧ,XIII_1,novgorod,1210
ѿ дъбр... носъка сьмьн... ноу криль ти есмь зьмлю скь не моги сѧ ослоушати,XII_2,novgorod,1190
графиѧ ...е : сновиде : страшька пологе,XII_2,novgorod,1190
... цто сѧ оу васо дье посол... ...цивши кто поедьаѧ ... ...па конь сѧ охромиль бо... ... опако посли · оже боуд... ...инее ко пльсковоу ... ... коромилице · обь... ...котѣ шишѧ ... ... словомо : и нам...,XIII_1,novgorod,1230
еми...,XIII_1,novgorod,1210
а б в г д е ж ѕ з,XIII_1,novgorod,1230
...ею ѧзъ ти забꙑ... ... на двъръ приде соли...,XIII_1,novgorod,1210
... покланѧние,XIII_1,novgorod,1210
... въдадитео... ...мъ въдади...,XII_2,novgorod,1190
...же...,XIII_1,novgorod,1230
... ...ѣ гривьнѣ · а гриди полъ третье гривьнѣ оклада же добрѣ же створѧ н нивоше въправи же лоньскоую гривьноу · къде ти недоемле безьдѣде тъ вѣдаеши,XII_2,novgorod,1190
шидовицихъ на нѣгосѣмѣ на рьжьковѣ зѧти грв҃на шидовицихъ ѫ домана ѫ тоудорова изгоꙗ ї҃ коунъ городьцьскѣ вълъцинѣ на рокꙑши ꙅ҃ коун въ ламѣ,XI_2,novgorod,1087
... пердъ людьми ажь не ... ...‐ ти мою пѧть гривьнъ ...,XII_2,novgorod,1190
... како ти сѧ за... не им...,XII_2,novgorod,1190
...ениѧзо... ...оесотв...,XII_2,novgorod,1190
... ... овьса съ возъ и вези же въ село ко ра‐ ... оу илькѣ оу полюжа старостѣ аче ти сѧ ... ...ти а самъ не моги ... ...,XII_2,novgorod,1170
