name,corpus,text,date,region,category
1,gvnp,благословлениѥ ѿ влд҃кꙑ поклонъ ѿ посадника михаила и ѿ тꙑсѧцьскаго кондрата и ѿ всѣхъ соцьскꙑхъ и ѿ всехъ старѣишихъ и ѿ всего новагорода къ кн҃зю ꙗрославѹ на семь ти кн҃же хс̑ъ цѣловати на цѣмъ то цѣловалъ хс̑ъ ѡц҃ь твои ꙗрославъ держати ти новъгородь по пошлинѣ како держалъ ѡц҃ь твои грамотъ ти кн҃же не посѹжати а мѹжа ти без винꙑ волости не лишати а бес посадника ти кн҃же волостии не роздавати ни грамотъ даꙗти а волостии ти кн҃же новгородьскꙑхъ своими мѹжи не держати нъ держати мѹжи новгородьскꙑми а даръ ѿ техъ волостии имати а се волости новгородьскꙑѥ волокъ съ всеми волостьми а держати ти свои тивунъ на половинѣ а новгородець на половинѣ въ всеи волости волоцьскои а в торожкѹ кнѧже держати тивѹнъ на своеи чѧсти а новгородець на своеи чѧсти а городець кн҃же далъ дмитрии съ новгородци иванкѹ а того ти кн҃же не ѿꙗти а се волости новгородьскꙑе бежиче городець мелечѧ шипино егна вологда заволоцье колоперемь тре перемь югра печера а тꙑ волости дьржати мѹжі новгородьскꙑми а даръ ѿ нихъ имати а свїньи ти бити за ѯ҃ верстъ ѿ города а закладниковъ ти кн҃же не приимати ни твоеи кнѧгꙑни ни твомъ боꙗромъ ни селъ ти держати по новгородьскои волости ни твоеи кнѧгꙑни ни боѧромъ твоимъ ни твоимъ дворѧномъ ни свободъ ставити по новгородьскои волости а и сѹждальскои ти земле новагорода не рѧдити ни волостии ти не роздавати а на ѡзвадо ти кн҃же ездити лѣт̑ звери гонитъ а в рѹсу не ехати ѥхати ти в рѹсу на третиюю зимѹ а в ладогѹ кн҃же ехати на третиѥѥ лѣт̑ а ѡсетрьникѹ твоему ѥздити в ладогѹ по ѡц҃а твоѥго грамоте а кѹда пошло сѹдии твоемѹ ѥздити по волости ехати имъ межень по петровѣ дни а что твои братъ ѿꙗлъ бꙑлъ пожне ѹ новагорода а того ти кн҃же ѿстѹпитисѧ что новгородцевъ то новгородьцемъ а что пошло кн҃зю а то кн҃же а вꙑводъ ти кн҃же въ всеи волости новогородьскои не надобе а дворѧномъ твоимъ кн҃же ходити по пошлинѣ како пошло исперва а ѿ новгородьцѧ и ѿ новоторжьцѧ ѹ мꙑта имати ѿ воза по ·в҃· векши и ѿ хмелна короба а за волок ти своего мѹжа не слатї слати новгородца на томъ ти на всемь хс̑ъ цѣловати по любъви безъ всѧкого извета въ правьдѹ при нашихъ послехъ,,,
10,gvnp,блгс̑влениѥ ѿ влд҃цѣ поклонъ ѿ посадника и ѿ тꙑсѧчкого и ѿ всѣхъ старѣишиихъ и ѿ всѣхъ мѣншиихъ и ѿ всего новагорода гс̑нѹ кнѧзю великомѹ михаилѹ на семь гс̑не новгородъ всь хрс̑тъ цѣлѹѥть кнѧжениѥ твоѥ чс̑тьно дьржѧти по пошлинѣ безъ ѡбидꙑ а тобѣ гс̑не такоже дьржѧти новъгородъ по пошлинѣ безъ ѡбидꙑ что свободъ дмитриѥвꙑхъ и андрѣѥвꙑхъ и что сельць тѧгнѹло къ тꙑмъ свободамъ того всего тобѣ състѹпитисѧ то все къ новѹгородѹ бес кѹнъ а что кнѧже селъ твоих̑ и влд҃чьнихъ и кнѧгꙑнинꙑхъ и боꙗръ твоихъ и слѹгъ твоихъ на новгородьскои земли котороѥ село зашло бес кѹнъ то бес кѹнъ поидеть къ новѹгородѹ а кто кѹпилъ а тꙑи знаѥть своѥго истьца или дѣти ѥго истьца ли не бѹдеть ни дѣтии ѥго цѣловати ѥмѹ хрс̑тъ како истьча не свѣдаѥть взѧти ѥмѹ кѹнꙑ колико бѹдеть далъ по исправѣ а землѧ къ новѹгородѹ а рѹбежь ти кн҃же межю сѹждальскою землею и новгородьскою дати ти старꙑи како бꙑло при дѣдѣ твоѥмь и при ѻц҃и твоѥм̑ ꙗрославѣ а что волостьи новгородьскꙑихъ тѣхъ волостьи тобѣ не дьржѧти кн҃же своими мѹжи дьржати мѹжи новгородьскꙑми а даръ тобѣ имати ѿ тѣхъ волостьи а бес посадника ти кн҃же сѹда не сѹдити ни волостьи роздавати ни грамотъ давати а без винꙑ мѹжѧ волости не лишити а в рѹсѹ ѣздити кнѧже въ ѡсень како пошло а лѣтѣ ѥздити на ѡзвадъ звѣрии гонитъ а за волокъ ти слати своѥго мѹжѧ изъ новагорода въ двѹ носадѹ по пошлинѣ а ѡпѧть ѥхати тѹдꙑже на новъгородъ а съ низѹ ти не слати такоже и въ бѣжицѣ а что пошлинъ кнѧзю въ новгородьскои волости того вꙑ мене не таити въ всѣхъ волостьхъ а холопꙑ и порѹчникꙑ вꙑдавати а всемѹ томѹ сѹдъ въ новѣгородѣ а что ти кнѧже пошло на тържькѹ и на волоцѣ тиѹнъ свои дьржѧти на своѥи части а новгородца на своѥи части а въ бѣжицахъ тобѣ кнѧже ни твоѥи кнѧгꙑни ни твоимъ боꙗромъ ни твоимъ слѹгамъ селъ не дьржати ни кѹпити ни даромъ приимати ни по всеи волости новгородьскои а се кнѧже волости новгородьскꙑи волокъ съ всѣми волостьми тържькъ бѣжицѣ палиць городьць мелеча шипино ѥгна заволочиѥ терѣ пермь печера югра вологда а свинии ти бити за ·ѯ҃· вьрстъ ѿ города а в ладогѹ ти кнѧже слати ѡсетрьника и медовара по грамотѣ дѣда твоѥго ꙗрослава а ѥздити тобѣ кнѧже в ладогѹ на ·г҃·ѥ лѣто а из бѣжиць кнѧже людьи не вꙑводити въ свою волость ни зъ инꙑхъ волостьи новгородьскꙑихъ ни грамотъ имъ давати ни закладневъ приимати ни кнѧгꙑни твоѥи ни боꙗромъ твоимъ ни слѹгамъ твоимъ ни смьрда ни купчинꙑ а грамотъ ти не посѹжати а пожнѣ что твои и твоихъ мѹжь пошло то твоѥ и твоихъ мѹжь а новгородьскоѥ новѹгородѹ а дворѧномъ твоимъ како пошло погонъ имати ѿ кнѧзѧ по ·е҃· кѹнъ а ѿ тиѹна по двѣ дългѣи а что кнѧже мꙑтъ по сѹждальскои земли и въ твоѥи волости ѿ воза имати по двѣ вѣкшѣ и ѿ лодии и ѿ хмелна короба и ѿ лнѧнѧ а дворѧномъ твоимъ ѹ кѹпьць повозовъ не имати развѣ ратнои вѣсти а свободъ ти и мꙑтовъ на новгородьскои волости не ставити а холопъ или роба почнеть вадити на гс̑дѹ томѹ ти вѣрꙑ не ꙗти а на низѹ тобѣ кнѧже новгородчѧ не сѹдити ни волости роздавати а кто почнеть вадити к тобѣ томѹ ти вѣрꙑ не ꙗти а въ нѣмѣчкомъ дворѣ тобѣ кнѧже търговати нашею братиѥю а двора не затворѧти а приставовъ не приставливати а гости нашемѹ гостити межи сѹждальскою землею безъ рѹбежѧ по цс̑рвѣ грамотѣ а сѹдиѥ слати тобѣ своѥ на петровъ дн҃ь тако пошло а вꙑвода ти кнѧже межи сѹждальскою землею и новгородьскою не чинити а что закладниковъ въ тържькѹ или индѣ или за тобою или за кнѧгꙑнею или за мѹжи твоими кто кѹпьць поидеть въ своѥ сто а смьрдъ поидеть въ свои погостъ тако пошло въ новѣгородѣ ѿпѹсти ихъ прочь а гнѣва ти кнѧже до новагорода не дьржѧти ни до ѡдиного чл҃вка а рѧдѹ въ новгородьскои волости тобѣ кнѧже и твоимъ сѹдиꙗмъ не посѹжѧти а самосѹда не замꙑшлѧти а старостѣ ни холопа ни робꙑ безъ гс̑дарѧ твоимъ сѹдиꙗмъ не сѹдити а за рѹбежь из новгородьскои волости твоимъ дворѧномъ сѹда не водити ни сѹдити а свободъ ти и селъ състѹпитисѧ̑,,,
104,gvnp,се въдале варламе ст҃мѹ сп҃сѹ землю и огородъ и ловища рꙑбьнаѧ и гоголинаѧ и пожни а҃ рьль противꙋ села за волховомъ в҃ на волхевьци коле г҃ корь д҃ лоза е҃ волмина ѕ҃ на островѣ и съ нивами вхѹ же тѹ землю хѹтиньскѹю въдале ст҃мѹ сп҃сѹ и съ челѧдию и съ скотиною а се братии а҃ отрокъ съ женою в҃ вълосъ г҃ девъка феврониѧ съ двѣма сынъма д҃ недачь а конь шестеро и корова се дрꙋгое село на слѹдици за робиею въдале ст҃мꙋ сп҃сѹ и божницѧ въ немь ст҃го георгиѧ и ниви и пожни и ловищѧ и еже вь немь се же все далъ варламъ михалевъ сн҃ъ ст҃мѹ сп҃сѹ аще кто диѧволъмъ потъченъ и злыми чл҃вкꙑ наваженъ цьто хочеть ѿѧти ѿ нивъ ли ѿ пожьнь ли или ѿ ловищь а бѹди емѹ противьнъ ст҃ꙑи сп҃съ и въ сь вѣкъ и въ бѹдѹщии,,,
105,gvnp,въ имѧ ѡц҃ѧ и сн҃а и ст҃го дх҃а се азъ рабъ бж҃ии климѧн̑тъ даю рѹкописаньѥ ст҃мѹ гергью и игѹменѹ варламѹ и всеи братьѣ что възѧлъ ѥсмь к҃ грв҃нъ серебра на свои рѹкꙑ ст҃го гергьꙗ бꙑло же бꙑ ми чимъ заплатити даю за все за то два села съ ѡбильѥмь и съ лошадьми и съ борътью и съ малꙑми селищи и пьнь и колода ѡдерьнь ст҃мѹ гергью а заводн҃икъ сусѣдъ мои ѡпаль а калистѹ ѥсмь далъ микшиньскоѥ село съ ѡгородомъ и съ борътью а воиновѹ сн҃ви анъдрѣю даю самуиловьскоѥ село и пьнь и одѹ и съ борътью то же ѥсмь не даромъ далъ платилъ за мене данило и воинъ искѹпъ литовьскꙑи володиславѹ даниловичю даю сивꙑи жеребець а василю братѹ даю щитъ въиновьскꙑи ѡже вельꙗминовьскꙑи жеребечь а# свою женѹ приказꙑваю игѹменѹ варламѹ и вс̑еи братьи а и свинеи из моихъ самѹилѣ даите боровъ лѹтьшии а въ скотѣ въ ѡвцѧхъ и въ свиньꙗхъ розделить съ женою моѥю наполъ а жена моꙗ пострижетьсѧ въ чернице ѥсть ѥи чимъ сѧ пострици и дворъ городьскꙑи ѥи ж даю а про се кланѧюсѧ игѹменѹ и всеи братьѥ а жена моꙗ пострижетьсѧ въ чернице то вꙑдаите ѥи четверть ѡть не бѹдеть голодна или того не въслѹшаѥть а нѣчто мѣншеѥ дадите ѥи хотѧ подо мною что ѡстанѣтьсѧ или лошакъ или ѡружьѥ то все даю ст҃му гергью а про кѹнꙑ чимь то ми сѧ бꙑло вамъ платити въ кѹпѣцьскомъ сътѣ ѹ фомꙑ и҃ грв҃нъ възмите а ѹ борькꙑ д҃ грв҃не ѹ фомꙑ ѹ моръшнѧ ѡсобьнеи в҃ грв҃не безъ в҃.ю ногатѹ а на поральскоѥ серебро наклада възѧти климѧте на борьке гӏ҃ ногате и грв҃на а ѹ савиницѧ съимати климѧте съ борькою пѧть грв̑нъ а въ томъ борьке третина а ѹ козѣ ѹ вьтъши в҃ грӏвне климѧте възѧти а ѹ микифорцѧ м҃ резанъ а жихне ведаѥть ѹ хотьвита взѧти климѧте грв҃на солонꙑхъ кѹнъ оу тъчьнѧ полъ гривнꙑ ѹ кꙑѯѧна полъ гривнꙑ ѹ козельцѧ с ламлѧнꙑ полъ гривнꙑ на дуранѣ з҃ грв҃нъ ѹ михальцѧ полъ гривне ѹ ѥремеꙗ безъ ӏ҃ резанъ в҃ грв҃не ѹ гюрьгѧ гӏ҃ ногате ѹ климѧте грв҃на ѹ хотьше грв҃на или кто почнеть сѧ запирати того тъ станеть со мною передъ б҃мь а тꙑ варламе исправи того же дѣлѧ написахъ занъда не бꙑло ѹ мене брата ни сн҃ѹ аже кто въспупить на сю грамотѹ да не со мною съ ѡднꙑмь станеть прѣ б҃мь съ всимь моимь племенемь,,,
106,gvnp,се кꙋпи окынфо и ѥванъ и марке и федоро ꙋ жирѧтиничеи ꙋ гошкꙋѧ и ꙋ ѧкова и ꙋ бориса и ꙋв ыгната разуевъ острово ꙋ пикиниче земли и даша на немъ рубле и гривнꙋ на о҃ лѣт̑ а ѡт тог̑ лѣта коли ӏѡ҃ кн҃зь ме҃ртвь ивановиче а боле жирѧтиничѧмо не надобѣ ꙋ пикиниче земли ꙋвидаютсѧ гошкꙋи и ѧково и борисъ сами съ своимъ племенемъ а ꙋ томъ ꛩстрови ꛩкынфꙋ в҃ чѧсти а еванꙋ и маркꙋ и федорꙋ г҃ чѧсти а на то послꙋхо дрочила ꛩлексино попъ сменъ ст҃го сп҃са созонъ илеѣно а псало ꛩлꙋферии передо ꛩбима ист̾чи а стоѧло у печѧти гошкꙋи ѿто всего племени,,,
11,gvnp,се докончалъ великꙑи кнѧзь михаило съ влд̑кою дв҃дмь ӏ с посадникомь и со всӏмь новꙑмьгородомь что сꙗ ѹчинило промежи кнѧзѧ и новагорода розратьѥ что взѧто въ кнѧжи волости в замѧтню или ѹ намѣстниковъ ӏли ѹ пословъ или гостинꙑи товаръ или кѹпецьскꙑи или въ цр҃квхъ или ѹ которого боꙗрина или по всеи волости то все кнѧзь ѿложилъ а что взѧто товара новгородьского или кѹпецьского или гостиного или по всеи волости новгородьскои а того всего новѹгородѹ не поминати а что селъ или людии новгородьскꙑ в сю замѧтню заложилосѧ за кнѧзѧ и за кнѧгꙑню или за дѣти или за боꙗрꙑ или села кто купилъ кѹнꙑ ємѹ имати а села к новѹгородѹ по фектистовѣ грамотѣ что на тфери докончалъ а что головꙑ поимано по всеи волости новгородьскои а тѣ поидѹ к новѹгородѹ безъ окѹпа а кнѧзю великомѹ михаилѹ не наводити на новъгородъ ни боꙗромъ єго ни про чтоже ни гостѧ рѹти в суждальскои земли нигдѣже а за все за то взѧти кнѧзю ѹ новагорода двѣнадчать тꙑсѧчи серебра бѹди андрѣевѣ дѣти бѹди машко з дѣтми или юрьи калѣка и вси талщикꙑ и что взѧлъ федоръ юрьєвич̑ и єлферии жидьслаличь ѹ талщиковъ и ѹ машка з дѣтми а то поиде в тѹ же двѣнадчать тꙑсѧчи серебра а срокъ тремъ тꙑсѧчамъ и двема стома взѧти кнѧзю на сборъ в низовьскꙑи весъ а како възметь кн҃зь ҂г҃ и двѣ стѣ тако ємѹ пѹстити хлѣбъ и всѧкꙑи гость а дрѹгꙑи ·҂г҃· взѧти кнѧзю на средокрс̑тьє в низовьскꙑи же вѣсъ а третьии ·҂г҃· поꙗша хопꙑли к собѣ дати имъ на вербьницю безъ ·в҃· сту и безъ полу трьтиꙗ дчати серебра в низовьскꙑи же вѣсъ а четвьртꙑи ·҂г҃· взѧлъ федоръ и єлферии ѹ талщиковъ а что переиде чересъ срокъ ·д҃· дн҃и а в томь кн҃зю измѣнꙑ не ѹчинити а како кнѧзь серебро поємлеть тако ємѹ всѧ таль пѹстити по цѣлованью а нелюбьѥ кн҃зь ѿложилъ ѿ новагорода и ѿ пьскова и ѿ пригородовъ а посаднику и тꙑсѧцьскомѹ и всемѹ новѹгороду кто мои недругꙑ мнѣ вꙑдалъ в торжькѹ тѣмь сѧ имъ не мьщати а новугородѹ кн҃женьє моѥ чс̑тно дьржати безъ ѻбидꙑ а кн҃зю великомѹ дьржати новъгородъ безъ ѻбидꙑ в пошлинѣ а ѻпѧть сѣлъ кн҃зь великꙑи михаило на фектистовѣ грамотѣ что доконьчалъ съ влд҃кою и с послꙑ новгородьскꙑми на тфѣри а на семь на всемь кн҃зь великꙑи михаило крс̑тъ цѣловалъ к новѹгороду а новъгородъ къ великомѹ кн҃зю крс̑тъ цѣловалъ по симъ грамотамъ а исплатить новъгородъ то серебро двѣнадчат тꙑсѧчи то великомѹ кн҃зю грамота изрѣзати что докончали на городкѣ на волзѣ и другаꙗ грамота новоторзьскаꙗ что в торжькѹ доконьчали,,,
12,gvnp,се ꙗзъ кнѧзь великиї михаїло докончалъ єсмь с посадникомь съ тꙑсѧцьскимь со всѣмь новомьгородомь рубежь ми дати по старому рубежю а што селъ покупили мої боꙗре ї слугꙑ в моє кнѧженьє тѣхъ селъ ѿступилсѧ єсмь новугороду бес кунъ знати єму своєго їстьцѧ ѹ кого купилъ а што в тѣхъ селѣхъ ѡбильє а то їмати ѡсподаремъ а землѧ новугороду а котораꙗ села покуплена при кнѧзи при ѡлександрѣ при ꙗрославѣ при васильѣ при дмитриѣ при андрѣѣ на тѣхъ селѣхъ кунꙑ їмати ѹ їстьцѧ а землѧ к новугороду не будеть їстьцѧ целовати єму како не вѣдаєть їстьцѧ ї колько будеть далъ на селѣ кунꙑ взѧти ѹ новагорода а землѧ к новугороду а ѹ кого їмуть ѡкупати село колко ѹ него будеть селъ всѧ їмъ ѻкупати села ѡдинова а што мої зашелци в торжьку а то єсмꙑ положили в ꙑсправу а што граблено ѹ моїхъ людиї ї тому всему судъ а што поїмани люди мої пустити вꙑ безъ ѡкупа а гости нашему ходити без рубежа холопꙑ должники поручники вꙑдавати по їсправѣ,,,
122,gvnp,се рѧдис̑ рѧдомъ федоръ ѡнкифович̑ и єг̑ жена ѡгрꙋфѣна и ихъ дѣтѣ ꙗковъ и ѡлександръ с матфѣємъ с ывановичем̑ про землю федора максимович̑ про дѧдевщинꙋ про дмитриєвщинꙋ ѡпослѣ федорова живаживота и ѡгрꙋфѣнина ѿца матфѣєма дѣда федорꙋ ѡнкифович̑ и єго женѣ ѡгрꙋфѣни и ихъ дѣтемь ꙗковꙋ и ѡлександрꙋ выдѣлити матфѣю ивановꙋ шестаѧ часть изо всеи землѣ ис федоровѣ ѡчинѣ и дѧдевщинѣ дмитрѣєвщини из болщего двора и захохꙋльског̑ и малых̑ селець из деревеньскои землѣ из болшего двора и малых̑ селець ис полевои землѣ и из лѣшеи и федоръ ѡнкифович̑ и єго жена ѡгрꙋфѣна ихъ дѣти ꙗковъ и ѡлександръ даша матфѣю иванович̑ за всѣ ти землѣ федора максимовч̑ ѡц҃инꙋ и за дѧдю федорова за дмитрѣєвꙋ ѡц҃инꙋ за болшеи дворъ захохꙋльскои и за малыи селца и за деревьскꙋю землю и за болшеи дворъ и за малыи селца и за полевꙋю землю и за лѣшею землю даша матфѣю иванович̑ за ты за вси землѣ гдѣ ни єсть федора максимович̑ ѡц҃на и землѧ дѧди федорова дмитрѣєва ѿцина ѡпрочи защижьꙗ и хомꙋтна даше матфѣю ѳенютиньскоє село и кѣиковьскоє село а тых̑ селъ полевыи землѣ и лѣшии и ловища и хмелища и бортища а ѡбодъ тои землѣ матфѣєвы ѿ мѣкитиных̑ дѣтеи землѣ межи по велкасьи рѣки внизъ до клѣментиєвых̑ дѣтеи межи до босоволковых̑ из велкасьи рѣки на березовꙋю границю ѿ овинцева села ѿ федоровѣ землѣ и з березовои граници на каменꙋю границ̑ с каменои граници в грановитꙋю в березовꙋю границю из березовои границ̑ на березовꙋю границ̑ з березовои границ̑ на вѧзовꙋю границ̑ с вѧзовои границ̑ на ѡрелеи дꙋбъ межи бортеи и вѧзовои границ̑ с вѧзовои границ̑ к двѣимѧ бортемь а двѣ бортѣ в федоровꙋ половинꙋ а ѿ двꙋ бортеи вь єловꙋю границ̑ изь єловои границ̑ в каменꙋю границ̑ с каменои границ̑ да в ꙋлицю межи поль церезъ лющик̑ на ѡсиновꙋю границ̑ с осиновои границ̑ на березовꙋю границю на дꙋбовꙋю границ̑ з дꙋбовои границ̑ на ѡсиновꙋю границ̑ с осиновои границ̑ на єловꙋю границю сь єловои границ̑ на березовꙋю границ̑ з березовои границ̑ дрѧнь к мосткꙋ а ѿ мосткꙋ дрѧнь к микитина сына межи по дѣлнои грамотѣ по федоровѣ и по митинѣ в клѣнъ ис клѣна по брод ѿ бродꙋ ввѣрхъ по хохꙋли рѣки до микитиных̑ дѣтеи межи а на болотах̑ в пожнѧх̑ даше федоръ матфѣю и єго жена ѡгрꙋфѣна в максимовѣ жарꙋ трет̑ а в ыныи болота и в пожнѣ матфѣю не встꙋпатсѧ в федоровѣ и в огрꙋфѣнины их̑ дѣтеи а федорꙋ и ѡгрꙋфены их̑ дѣтем̑ в максимовъ жаръ не встꙋпатсѧ а перевѣсища и котцища а то им̑ вопци а вѣдати матфѣю своꙗ шестаꙗ часть володѣти матфѣю иванович̑ тою шестою частью тымы селы фенютины и кѣиковы тых̑ селъ полевыми землѣ и лѣшими и хмелищами и ловищами и бортищами в том̑ ѡбодѣ по дмѣтрѣєвꙋ рꙋкописанью и по максимовꙋ рꙋкописанью и по ѡнкифовꙋ рꙋкописанью и по старым̑ грамотам̑ и по рѧдным̑ и по дѣлным̑ а далъ федоръ матфѣю в максимовѣ жарꙋ трет̑ поженъ в болотѣ володѣти матфѣю по дѣда своєг̑ володѣнью по федоровꙋ а єще даше федоръ и єг̑ жена ѡгрꙋфена их̑ дѣти матфѣю иванович̑ на вѣшерѣ село навѣщалци свою двѣ части и пожнѣ и лѣсъ того села и котелъ пивнои да двоє платьꙗ за федоровъ животъ и за єремѣєвь чт҃о ни єсть федорова живота и єремѣева а то федорꙋ и єг̑ женѣ и єг̑ дѣтемь ꙗковꙋ и ѡлександрꙋ все безъ вывѣта а не встꙋпатсѧ матфѣю въ федоровы и в огрꙋфѣнины и их̑ детеи вь ꙗколи и в олександровы села на хохꙋли в болшеи дворъ и во ѡколныи села в лодыгино село и в березнѣкъ и ѡвинчево село и в зарѣцьи ни за хохꙋлеи и на стꙋденьски село и фомкино село и пепелниково село и падишино село и половина тылова села и ꙋшаково село по рѣкꙋ в деревах̑ на ксоци болшеи дворъ и ѡколныи села в зѧлѧдиньи и на рꙋкѣ и на горкѣ и на новѣнкѣ гдѣ ни єсть въ ксочкомъ погостѣ а то федорꙋ и єг̑ женѣ и єг̑ дѣтемь а в то с̑ матфѣю не встꙋпастсѧ а володѣти федорꙋ и єг̑ женѣ ѡгрꙋфѣнѣ и их̑ дѣтем̑ ꙗкомꙋ и ѡлександрꙋ по федоровꙋ рꙋкописанью и по максимовꙋ рꙋкописанью и по дмѣтрѣєвꙋ рꙋкописанью и по ѡнкифовꙋ рꙋкописанью и по старымъ грамотам̑ и по дѣлным̑ а коли понадобѧтсѧ матфѣю федорово рꙋкописаньє и максимово рꙋкописаньє и дмѣтрѣєво рꙋкописаньє и старыи грамотѣ рѧдныи и дѣлныи ино федорꙋ ѡнкифович̑ положити на говоркꙋ и на сꙋд по правомꙋ словꙋ коє ꙋ єго єсть а что дворъ на рогатици ѧколь а тои дворъ матфѣю по федоровꙋ рꙋкописанью а стоꙗти им̑ за тыи землѣ за федоровщинꙋ и за дмѣтрѣєвщинꙋ кꙋнами и людми с одинаг̑ матфѣю класти своѧ шестаꙗ часть кꙋнъ а потом̑ не встꙋпатсѧ матфѣю в федоровꙋ землю и в дворъ в городи вь єремѣєвъ ни в землю ни в живот̑ вь єремѣєвъ ни на шолони в болшеи дворъ ни в малыи селца ни в ꙋблах̑ ни на солоници ни на мелници ни на грохотовѣ ни на крꙋпци ни на подꙋбровьи ни в дорогоспици ни на короцины ни на пшаги в болшем̑ дворѣ ни в васильєвых̑ сѣденьи ни на прꙋдищах̑ по кꙋпнымъ грамотам̑ по федоровым̑ что кꙋпил̑ федоръ ꙋ кꙋзмѣ и ѹ матфѣꙗ и по даным̑ за рꙋсои на полѣстѣ и дворъ на рогатици єремѣєвь дгѣ ни єсть єремѣєвѣ землѣ и пожни а в то матфѣю не встꙋпатсѧ ни в ыноє ни во чтоже ни иного ничегоже не надобе матфѣю до федора ни до єг̑ женѣ ѡгрꙋфѣнѣ и до их̑ дѣтеи до ꙗкова и до ѡлександра не надобѣ ничтоже ни федорꙋ ни єг̑ женѣ ѡгрꙋфѣни ни их̑ дѣтем̑ не надобѣ до матфѣꙗ встꙋпатсѧ в матфѣєвꙋ шестꙋю часть что дали фенютино село и кѣиково село не надобѣ им̑ встꙋпатсѧ за межю ни в ыноє ни во чтож а матфѣю не надобѣ встꙋпатсѧ за тыи межи в тых̑ землѣ ни в села в федоровы ни в огрꙋфѣнины ни их̑ дѣтеи вь ꙗколи и в олександровы которыи села в сеи рѧднои грамотѣ имены лежать а в то сѧ матфѣю не встꙋпатсѧ а сеи рѧднои грамотѣ матфѣю на помоць своєи братьи не положит̑ кꙋзмѣ и грѣгорью а что была приговорнаꙗ грамота матфѣю з дѣдомъ с федором̑ и з зѧтем̑ федором̑ а тꙋю грамотꙋ подраша а что ѿтоимꙋ на болотѣ ꙋ матфѣꙗ в максимовѣ жарꙋ в матфѣєвѣ трети ино федорꙋ наплатит̑ по своим̑ пѧтым̑ частем̑ тым же болотом̑ а ѡтоимꙋ ѹ федора в болотѣ в максимовых̑ полосахъ ино матфѣю наплатити по своєи шестои части ты же жаромъ а на то рѧдци с федоровѣ половинѣ тысѧчтои новгорочкои павелъ лꙋкинич̑ да василеи ѡндрѣꙗнович̑ ѡлексѣи лꙋкинич̑ борисъ микифорович̑ а с матфѣєвѣ половинѣ иванъ ѡлександрович̑ лꙋтьꙗнъ левонтиєвич̑ а хто сеи рѧдъ попорꙋши и ѡнъ дасть кн҃зю и влдци грѣвнꙋ золот̑ а виноватыи правомꙋ дрꙋгꙋю грѣвнꙋ золота,,,
128,gvnp,се купи филипъ григорьєвъ ѹ ꙗковлих дѣтеи ѹ нефедьꙗ и ѹ смена корельско наволокъ землю и воду и пожни и рыбныи ловища и всѧкии ѹгодьꙗ ѿ тоинокурьи и до кудмы и по кудмѣ въверхъ землю и воду и пожни и бобровыи ловища и всѧкыи ѹгодьꙗ и до ѡзера и на ѡзѣре ловлѧ рыбнаꙗ и на малокурьи землю и воду и пожни и рыбную ловлю до ѹлонимы а дал̑ филипъ двѣ тысѧчи бѣлки нефедью и смену а кѹпилъ ѡдѣрень собѣ и своимъ детѣмъ а на то послухи ѡфромѣи васильєвъ да фома васильєвъ да юрьи захарьинъ а ѹ печати стоѧлъ нефедѣи и въ брата своєго мѣсто въ сменово,,,
129,gvnp,во имѧ отца и сн҃а и ст̑го дх҃а се ꙗзъ раба бж҃иꙗ марфа списах рукописанӏе при своемъ животѣ поставила есми цк҃вь храмъ ст҃аго николы в корѣльскомъ на гробехъ дѣтеи своих онтона да филикса а дала есми в домъ ст̑го николѣ куплю мужа своєго филипа на лѧвлӏ островѣ село да в конечных два села и по малокурьи пожни и рыбны ловища а по цр҃квнои сторонѣ и до кудми и вверхъ по кудми и до ѻзера и в неноксѣ мѣсто за сѣннѣкомъ и дворищо и полѧнка а приказываю домъ ст̑го николы гс̑ну своему деверю федору григорьєвич и єго дѣтемъ и лентею обакунович и зѧтю своєму офромѣю васильєвич а на т̑ бг҃ъ послухъ и отць мои дх҃овныи игуменъ василеи ст҃го сп҃са а хто се рукописанье прєступитъ или посудить а наши памѧти залѧгуть сужусѧ с нимъ пред богом̑ в день страшаго суд̑,,,
